unitid,year,pell_share
185970,2013,57.0
186016,2013,47.0
186034,2013,70.0
186052,2013,87.0
186131,2013,15.0
186186,2013,26.0
186201,2013,26.0
186274,2013,70.0
186283,2013,28.0
186335,2013,71.0
186371,2013,47.0
186380,2013,28.0
186399,2013,52.0
186432,2013,67.0
186469,2013,55.0
186584,2013,28.0
186593,2013,81.0
186618,2013,73.0
186645,2013,32.0
186867,2013,21.0
186876,2013,31.0
186900,2013,89.0
187000,2013,47.0
187134,2013,16.0
187161,2013,70.0
187198,2013,64.0
187444,2013,45.0
187505,2013,86.0
187532,2013,65.0
187596,2013,93.0
187602,2013,77.0
187620,2013,74.0
187639,2013,56.0
187648,2013,50.0
187666,2013,66.0
187745,2013,54.0
187897,2013,58.0
187903,2013,49.0
187912,2013,31.0
187958,2013,86.0
187967,2013,30.0
187976,2013,39.0
187985,2013,38.0
187994,2013,64.0
188003,2013,44.0
188021,2013,85.0
188030,2013,43.0
188049,2013,70.0
188058,2013,66.0
188100,2013,62.0
188137,2013,68.0
188146,2013,42.0
188182,2013,63.0
188216,2013,72.0
188225,2013,81.0
188261,2013,36.0
188289,2013,63.0
188304,2013,71.0
188340,2013,74.0
188429,2013,35.0
188438,2013,52.0
188465,2013,65.0
188517,2013,78.0
188526,2013,26.0
188641,2013,42.0
188650,2013,88.0
188669,2013,22.0
188678,2013,60.0
188687,2013,80.0
188696,2013,12.0
188854,2013,44.0
188890,2013,68.0
188915,2013,44.0
188942,2013,85.0
188988,2013,71.0
189088,2013,30.0
189097,2013,21.0
189219,2013,82.0
189228,2013,73.0
189264,2013,78.0
189273,2013,22.0
189282,2013,50.0
189404,2013,63.0
189413,2013,93.0
189422,2013,77.0
189459,2013,71.0
189468,2013,48.0
189477,2013,86.0
189547,2013,57.0
189556,2013,77.0
189565,2013,59.0
189574,2013,89.0
189583,2013,88.0
189592,2013,93.0
189653,2013,75.0
189705,2013,38.0
189714,2013,65.0
189811,2013,93.0
189839,2013,71.0
189848,2013,48.0
189857,2013,83.0
189954,2013,100.0
189990,2013,7.0
190008,2013,0.0
190044,2013,25.0
190053,2013,62.0
190099,2013,10.0
190114,2013,82.0
190150,2013,16.0
190169,2013,59.0
190239,2013,77.0
190248,2013,55.0
190293,2013,100.0
190309,2013,85.0
190318,2013,74.0
190372,2013,19.0
190415,2013,15.0
190442,2013,64.0
190451,2013,33.0
190503,2013,34.0
190512,2013,45.0
190521,2013,81.0
190530,2013,87.0
190549,2013,58.0
190558,2013,59.0
190567,2013,60.0
190585,2013,84.0
190594,2013,51.0
190600,2013,63.0
190619,2013,75.0
190628,2013,74.0
190637,2013,72.0
190646,2013,81.0
190655,2013,75.0
190664,2013,49.0
190673,2013,68.0
190691,2013,78.0
190707,2013,44.0
190716,2013,41.0
190725,2013,41.0
190752,2013,25.0
190761,2013,46.0
190770,2013,46.0
190840,2013,40.0
190956,2013,50.0
190974,2013,100.0
190983,2013,33.0
191083,2013,65.0
191126,2013,33.0
191199,2013,60.0
191205,2013,45.0
191241,2013,19.0
191287,2013,28.0
191302,2013,62.0
191311,2013,4.0
191339,2013,66.0
191409,2013,43.0
191515,2013,15.0
191533,2013,34.0
191597,2013,100.0
191612,2013,66.0
191621,2013,54.0
191630,2013,15.0
191649,2013,25.0
191676,2013,40.0
191719,2013,50.0
191728,2013,71.0
191764,2013,70.0
191834,2013,65.0
191931,2013,33.0
191959,2013,72.0
191968,2013,22.0
191986,2013,66.0
192004,2013,74.0
192022,2013,58.0
192040,2013,0.0
192110,2013,16.0
192156,2013,81.0
192165,2013,73.0
192192,2013,42.0
192271,2013,36.0
192323,2013,32.0
192439,2013,72.0
192448,2013,39.0
192484,2013,80.0
192509,2013,100.0
192624,2013,89.0
192688,2013,95.0
192703,2013,30.0
192712,2013,15.0
192749,2013,40.0
192785,2013,52.0
192800,2013,0.0
192819,2013,13.0
192828,2013,91.0
192864,2013,33.0
192925,2013,53.0
192961,2013,0.0
193016,2013,71.0
193052,2013,31.0
193061,2013,0.0
193070,2013,67.0
193122,2013,57.0
193186,2013,83.0
193201,2013,59.0
193247,2013,41.0
193265,2013,61.0
193283,2013,69.0
193292,2013,35.0
193308,2013,84.0
193326,2013,60.0
193353,2013,35.0
193399,2013,53.0
193478,2013,49.0
193584,2013,29.0
193609,2013,18.0
193645,2013,87.0
193654,2013,24.0
193672,2013,71.0
193760,2013,73.0
193858,2013,93.0
193900,2013,23.0
193946,2013,60.0
193973,2013,32.0
193991,2013,55.0
194028,2013,62.0
194091,2013,39.0
194116,2013,29.0
194161,2013,61.0
194189,2013,0.0
194222,2013,62.0
194240,2013,48.0
194259,2013,93.0
194310,2013,37.0
194392,2013,44.0
194435,2013,88.0
194499,2013,92.0
194569,2013,66.0
194578,2013,20.0
194611,2013,52.0
194657,2013,43.0
194666,2013,89.0
194675,2013,100.0
194693,2013,21.0
194718,2013,0.0
194763,2013,22.0
194824,2013,18.0
194879,2013,95.0
194958,2013,43.0
194967,2013,100.0
195003,2013,32.0
195030,2013,19.0
195058,2013,36.0
195067,2013,92.0
195128,2013,59.0
195164,2013,33.0
195173,2013,46.0
195191,2013,14.0
195216,2013,18.0
195234,2013,44.0
195243,2013,37.0
195289,2013,50.0
195304,2013,19.0
195322,2013,67.0
195438,2013,13.0
195474,2013,26.0
195526,2013,14.0
195544,2013,34.0
195702,2013,67.0
195720,2013,29.0
195784,2013,76.0
195809,2013,43.0
195845,2013,77.0
195933,2013,72.0
195988,2013,71.0
196006,2013,55.0
196015,2013,68.0
196024,2013,60.0
196033,2013,59.0
196042,2013,37.0
196051,2013,68.0
196060,2013,37.0
196079,2013,27.0
196088,2013,33.0
196097,2013,32.0
196103,2013,23.0
196112,2013,42.0
196121,2013,40.0
196130,2013,60.0
196149,2013,26.0
196158,2013,37.0
196167,2013,19.0
196176,2013,31.0
196185,2013,28.0
196194,2013,39.0
196200,2013,43.0
196219,2013,35.0
196237,2013,57.0
196246,2013,36.0
196264,2013,84.0
196291,2013,20.0
196389,2013,75.0
196413,2013,24.0
196431,2013,80.0
196440,2013,57.0
196477,2013,85.0
196565,2013,67.0
196583,2013,23.0
196592,2013,64.0
196653,2013,75.0
196699,2013,55.0
196857,2013,83.0
196866,2013,16.0
197018,2013,86.0
197027,2013,17.0
197045,2013,52.0
197081,2013,91.0
197133,2013,22.0
197142,2013,81.0
197151,2013,27.0
197197,2013,19.0
197221,2013,8.0
197230,2013,51.0
197285,2013,82.0
197294,2013,54.0
197337,2013,94.0
197522,2013,92.0
197531,2013,48.0
197601,2013,100.0
197610,2013,0.0
197647,2013,48.0
197674,2013,76.0
197692,2013,0.0
197708,2013,17.0
197735,2013,77.0
197744,2013,75.0
197814,2013,62.0
197832,2013,82.0
197850,2013,68.0
197869,2013,25.0
197887,2013,66.0
197911,2013,47.0
197966,2013,72.0
197984,2013,40.0
197993,2013,88.0
198011,2013,88.0
198039,2013,70.0
198066,2013,40.0
198075,2013,64.0
198084,2013,65.0
198109,2013,40.0
198118,2013,77.0
198136,2013,35.0
198154,2013,55.0
198190,2013,15.0
198206,2013,62.0
198215,2013,49.0
198233,2013,55.0
198242,2013,80.0
198251,2013,55.0
198260,2013,55.0
198303,2013,80.0
198321,2013,94.0
198330,2013,49.0
198367,2013,33.0
198376,2013,66.0
198385,2013,13.0
198419,2013,13.0
198455,2013,61.0
198464,2013,34.0
198491,2013,78.0
198507,2013,74.0
198516,2013,8.0
198525,2013,94.0
198534,2013,68.0
198543,2013,78.0
198552,2013,67.0
198561,2013,40.0
198570,2013,62.0
198598,2013,58.0
198613,2013,36.0
198622,2013,71.0
198640,2013,68.0
198668,2013,66.0
198677,2013,89.0
198695,2013,11.0
198710,2013,74.0
198729,2013,88.0
198747,2013,57.0
198756,2013,72.0
198774,2013,48.0
198808,2013,45.0
198817,2013,74.0
198835,2013,48.0
198844,2013,75.0
198862,2013,89.0
198871,2013,77.0
198899,2013,55.0
198905,2013,89.0
198914,2013,63.0
198923,2013,75.0
198950,2013,32.0
198969,2013,45.0
198978,2013,90.0
198987,2013,60.0
199005,2013,100.0
199014,2013,67.0
199023,2013,48.0
199032,2013,41.0
199069,2013,50.0
199078,2013,63.0
199087,2013,68.0
199102,2013,66.0
199111,2013,30.0
199120,2013,22.0
199139,2013,34.0
199148,2013,48.0
199157,2013,79.0
199184,2013,33.0
199193,2013,19.0
199209,2013,55.0
199218,2013,24.0
199263,2013,37.0
199272,2013,58.0
199281,2013,60.0
199306,2013,40.0
199315,2013,29.0
199324,2013,51.0
199333,2013,73.0
199412,2013,28.0
199421,2013,64.0
199449,2013,85.0
199458,2013,74.0
199467,2013,95.0
199476,2013,39.0
199485,2013,58.0
199494,2013,38.0
199582,2013,62.0
199607,2013,57.0
199625,2013,52.0
199634,2013,65.0
199643,2013,87.0
199670,2013,27.0
199689,2013,81.0
199698,2013,38.0
199713,2013,88.0
199722,2013,75.0
199731,2013,69.0
199740,2013,64.0
199759,2013,0.0
199768,2013,50.0
199786,2013,61.0
199795,2013,15.0
199838,2013,72.0
199847,2013,11.0
199856,2013,47.0
199865,2013,39.0
199892,2013,59.0
199908,2013,77.0
199926,2013,64.0
199953,2013,80.0
199962,2013,36.0
199971,2013,0.0
199980,2013,89.0
199999,2013,72.0
200004,2013,39.0
200013,2013,74.0
200022,2013,27.0
200059,2013,32.0
200086,2013,21.0
200110,2013,72.0
200129,2013,65.0
200156,2013,29.0
200165,2013,88.0
200192,2013,44.0
200208,2013,88.0
200217,2013,23.0
200226,2013,38.0
200253,2013,26.0
200262,2013,50.0
200280,2013,19.0
200305,2013,35.0
200314,2013,57.0
200332,2013,21.0
200341,2013,33.0
200387,2013,38.0
200466,2013,87.0
200484,2013,67.0
200527,2013,74.0
200554,2013,85.0
200572,2013,33.0
200590,2013,100.0
200624,2013,56.0
200633,2013,91.0
200785,2013,84.0
200800,2013,43.0
200828,2013,90.0
200846,2013,48.0
200873,2013,80.0
201016,2013,81.0
201034,2013,80.0
201061,2013,47.0
201098,2013,70.0
201104,2013,38.0
201131,2013,69.0
201159,2013,52.0
201177,2013,50.0
201195,2013,37.0
201283,2013,60.0
201371,2013,48.0
201399,2013,87.0
201432,2013,62.0
201441,2013,34.0
201469,2013,90.0
201478,2013,72.0
201496,2013,59.0
201539,2013,93.0
201548,2013,37.0
201584,2013,100.0
201609,2013,71.0
201618,2013,75.0
201627,2013,63.0
201645,2013,19.0
201654,2013,22.0
201672,2013,77.0
201681,2013,65.0
201690,2013,80.0
201751,2013,83.0
201803,2013,95.0
201821,2013,37.0
201858,2013,46.0
201885,2013,23.0
201928,2013,59.0
201946,2013,56.0
201955,2013,54.0
201964,2013,67.0
201973,2013,66.0
201982,2013,54.0
202046,2013,42.0
202055,2013,75.0
202073,2013,21.0
202134,2013,50.0
202152,2013,87.0
202161,2013,79.0
202170,2013,42.0
202222,2013,52.0
202356,2013,70.0
202435,2013,17.0
202453,2013,90.0
202480,2013,12.0
202514,2013,44.0
202523,2013,19.0
202639,2013,86.0
202648,2013,58.0
202657,2013,75.0
202684,2013,89.0
202736,2013,90.0
202763,2013,32.0
202806,2013,67.0
202888,2013,42.0
202903,2013,66.0
202912,2013,20.0
202949,2013,70.0
202985,2013,54.0
203030,2013,95.0
203085,2013,42.0
203128,2013,52.0
203146,2013,31.0
203155,2013,60.0
203225,2013,72.0
203234,2013,67.0
203289,2013,92.0
203313,2013,80.0
203331,2013,75.0
203368,2013,27.0
203386,2013,81.0
203438,2013,76.0
203447,2013,59.0
203456,2013,70.0
203465,2013,50.0
203474,2013,62.0
203483,2013,58.0
203492,2013,57.0
203517,2013,34.0
203526,2013,45.0
203535,2013,8.0
203544,2013,34.0
203580,2013,41.0
203599,2013,57.0
203614,2013,41.0
203678,2013,56.0
203720,2013,92.0
203739,2013,92.0
203748,2013,55.0
203757,2013,60.0
203775,2013,41.0
203845,2013,36.0
203881,2013,74.0
203942,2013,76.0
203960,2013,34.0
204006,2013,49.0
204015,2013,53.0
204024,2013,10.0
204060,2013,93.0
204121,2013,95.0
204158,2013,27.0
204176,2013,38.0
204185,2013,37.0
204194,2013,42.0
204200,2013,40.0
204255,2013,64.0
204264,2013,46.0
204307,2013,95.0
204316,2013,86.0
204334,2013,69.0
204422,2013,72.0
204431,2013,100.0
204440,2013,56.0
204459,2013,89.0
204468,2013,50.0
204486,2013,50.0
204501,2013,9.0
204592,2013,50.0
204608,2013,48.0
204617,2013,40.0
204626,2013,85.0
204635,2013,29.0
204662,2013,33.0
204671,2013,38.0
204680,2013,44.0
204699,2013,40.0
204705,2013,42.0
204714,2013,70.0
204723,2013,94.0
204769,2013,69.0
204778,2013,79.0
204796,2013,18.0
204802,2013,49.0
204820,2013,82.0
204839,2013,89.0
204848,2013,59.0
204857,2013,27.0
204866,2013,58.0
204884,2013,94.0
204893,2013,50.0
204909,2013,30.0
204936,2013,27.0
204945,2013,60.0
204963,2013,84.0
204981,2013,82.0
205027,2013,19.0
205054,2013,95.0
205124,2013,62.0
205142,2013,78.0
205179,2013,93.0
205203,2013,62.0
205391,2013,51.0
205443,2013,59.0
205470,2013,54.0
205513,2013,100.0
205522,2013,100.0
205531,2013,100.0
205559,2013,100.0
205568,2013,60.0
205610,2013,88.0
205647,2013,84.0
205841,2013,70.0
205887,2013,84.0
205957,2013,22.0
205966,2013,64.0
206002,2013,85.0
206011,2013,65.0
206039,2013,80.0
206048,2013,48.0
206084,2013,41.0
206093,2013,88.0
206154,2013,100.0
206172,2013,39.0
206181,2013,79.0
206224,2013,100.0
206279,2013,100.0
206321,2013,86.0
206330,2013,39.0
206349,2013,46.0
206358,2013,88.0
206394,2013,85.0
206437,2013,38.0
206446,2013,56.0
206482,2013,92.0
206491,2013,99.0
206507,2013,46.0
206525,2013,28.0
206589,2013,18.0
206604,2013,40.0
206613,2013,37.0
206622,2013,19.0
206631,2013,81.0
206695,2013,56.0
206783,2013,67.0
206817,2013,82.0
206835,2013,42.0
206862,2013,41.0
206880,2013,62.0
206905,2013,68.0
206914,2013,56.0
206923,2013,58.0
206932,2013,82.0
206941,2013,42.0
206969,2013,83.0
206996,2013,66.0
207041,2013,47.0
207050,2013,61.0
207069,2013,42.0
207087,2013,83.0
207102,2013,91.0
207157,2013,54.0
207166,2013,100.0
207209,2013,81.0
207236,2013,46.0
207254,2013,78.0
207263,2013,58.0
207272,2013,86.0
207281,2013,40.0
207290,2013,61.0
207306,2013,28.0
207324,2013,29.0
207351,2013,51.0
207388,2013,26.0
207397,2013,52.0
207403,2013,39.0
207449,2013,45.0
207458,2013,23.0
207500,2013,23.0
207537,2013,56.0
207564,2013,71.0
207582,2013,45.0
207607,2013,28.0
207625,2013,76.0
207661,2013,53.0
207670,2013,55.0
207689,2013,51.0
207704,2013,89.0
207722,2013,45.0
207740,2013,52.0
207786,2013,97.0
207847,2013,54.0
207856,2013,49.0
207865,2013,45.0
207935,2013,52.0
207962,2013,61.0
207971,2013,15.0
208017,2013,62.0
208026,2013,76.0
208035,2013,55.0
208044,2013,55.0
208053,2013,73.0
208080,2013,87.0
208123,2013,74.0
208187,2013,36.0
208239,2013,64.0
208248,2013,96.0
208275,2013,54.0
208318,2013,54.0
208390,2013,59.0
208406,2013,44.0
208415,2013,64.0
208433,2013,81.0
208479,2013,62.0
208488,2013,40.0
208512,2013,78.0
208646,2013,52.0
208655,2013,90.0
208725,2013,58.0
208822,2013,35.0
208859,2013,81.0
208965,2013,81.0
209038,2013,66.0
209056,2013,22.0
209065,2013,26.0
209074,2013,47.0
209083,2013,73.0
209108,2013,50.0
209153,2013,86.0
209205,2013,78.0
209241,2013,20.0
209250,2013,65.0
209287,2013,48.0
209348,2013,79.0
209409,2013,55.0
209506,2013,37.0
209533,2013,55.0
209542,2013,29.0
209551,2013,24.0
209603,2013,37.0
209612,2013,34.0
209667,2013,88.0
209676,2013,67.0
209694,2013,87.0
209700,2013,85.0
209719,2013,100.0
209746,2013,41.0
209807,2013,43.0
209825,2013,22.0
209922,2013,20.0
209940,2013,74.0
209986,2013,78.0
210076,2013,74.0
210100,2013,69.0
210146,2013,41.0
210155,2013,60.0
210234,2013,68.0
210270,2013,71.0
210304,2013,64.0
210331,2013,33.0
210340,2013,86.0
210359,2013,50.0
210401,2013,24.0
210429,2013,44.0
210474,2013,75.0
210483,2013,74.0
210492,2013,46.0
210571,2013,50.0
210599,2013,81.0
210605,2013,52.0
210669,2013,26.0
210711,2013,98.0
210739,2013,27.0
210748,2013,41.0
210775,2013,32.0
210784,2013,67.0
210890,2013,49.0
210906,2013,62.0
210942,2013,72.0
210951,2013,78.0
210960,2013,63.0
211006,2013,75.0
211024,2013,55.0
211079,2013,53.0
211088,2013,36.0
211149,2013,20.0
211158,2013,32.0
211200,2013,79.0
211273,2013,13.0
211291,2013,11.0
211307,2013,30.0
211316,2013,48.0
211334,2013,61.0
211343,2013,44.0
211352,2013,41.0
211361,2013,44.0
211398,2013,76.0
211431,2013,54.0
211440,2013,14.0
211468,2013,55.0
211477,2013,73.0
211556,2013,47.0
211583,2013,47.0
211608,2013,77.0
211617,2013,83.0
211644,2013,45.0
211802,2013,31.0
211820,2013,91.0
211893,2013,7.0
211909,2013,69.0
211927,2013,44.0
211981,2013,32.0
212009,2013,11.0
212045,2013,64.0
212054,2013,19.0
212072,2013,75.0
212090,2013,98.0
212106,2013,21.0
212115,2013,36.0
212133,2013,41.0
212160,2013,49.0
212197,2013,22.0
212212,2013,67.0
212230,2013,63.0
212267,2013,74.0
212276,2013,87.0
212285,2013,75.0
212294,2013,72.0
212300,2013,81.0
212328,2013,83.0
212337,2013,100.0
212355,2013,66.0
212373,2013,61.0
212382,2013,88.0
212391,2013,83.0
212434,2013,66.0
212452,2013,14.0
212568,2013,20.0
212577,2013,17.0
212601,2013,31.0
212656,2013,33.0
212674,2013,11.0
212683,2013,66.0
212708,2013,92.0
212753,2013,88.0
212805,2013,0.0
212832,2013,32.0
212869,2013,76.0
212878,2013,61.0
212911,2013,17.0
212975,2013,42.0
212984,2013,47.0
212993,2013,72.0
213002,2013,90.0
213011,2013,28.0
213020,2013,41.0
213181,2013,78.0
213215,2013,76.0
213233,2013,55.0
213251,2013,25.0
213303,2013,59.0
213321,2013,30.0
213330,2013,72.0
213349,2013,34.0
213358,2013,33.0
213367,2013,43.0
213376,2013,71.0
213385,2013,11.0
213400,2013,41.0
213455,2013,35.0
213473,2013,80.0
213491,2013,31.0
213507,2013,28.0
213525,2013,51.0
213534,2013,76.0
213543,2013,14.0
213552,2013,67.0
213570,2013,81.0
213589,2013,88.0
213598,2013,65.0
213613,2013,43.0
213622,2013,44.0
213659,2013,61.0
213668,2013,32.0
213774,2013,77.0
213783,2013,45.0
213826,2013,34.0
213914,2013,50.0
213987,2013,30.0
213996,2013,21.0
214023,2013,97.0
214041,2013,32.0
214069,2013,28.0
214111,2013,37.0
214148,2013,38.0
214157,2013,31.0
214166,2013,47.0
214175,2013,9.0
214254,2013,89.0
214272,2013,49.0
214290,2013,75.0
214379,2013,54.0
214476,2013,0.0
214528,2013,75.0
214546,2013,62.0
214582,2013,57.0
214591,2013,33.0
214625,2013,36.0
214634,2013,63.0
214643,2013,41.0
214652,2013,49.0
214670,2013,45.0
214689,2013,32.0
214698,2013,38.0
214704,2013,39.0
214713,2013,29.0
214731,2013,35.0
214740,2013,51.0
214759,2013,40.0
214768,2013,48.0
214777,2013,13.0
214786,2013,48.0
214795,2013,40.0
214801,2013,50.0
214810,2013,61.0
214829,2013,36.0
214838,2013,75.0
214883,2013,92.0
214892,2013,87.0
214944,2013,53.0
214962,2013,47.0
214971,2013,28.0
215008,2013,47.0
215026,2013,25.0
215044,2013,41.0
215053,2013,39.0
215062,2013,14.0
215099,2013,31.0
215105,2013,28.0
215114,2013,41.0
215132,2013,33.0
215239,2013,72.0
215266,2013,47.0
215275,2013,37.0
215284,2013,30.0
215293,2013,16.0
215309,2013,60.0
215336,2013,94.0
215381,2013,36.0
215390,2013,27.0
215415,2013,69.0
215433,2013,81.0
215442,2013,37.0
215530,2013,57.0
215585,2013,72.0
215594,2013,46.0
215637,2013,44.0
215646,2013,86.0
215655,2013,29.0
215682,2013,64.0
215691,2013,62.0
215743,2013,29.0
215770,2013,11.0
215798,2013,26.0
215886,2013,50.0
215929,2013,20.0
215947,2013,42.0
215974,2013,31.0
215983,2013,52.0
215992,2013,81.0
216010,2013,31.0
216038,2013,34.0
216047,2013,0.0
216074,2013,57.0
216083,2013,71.0
216223,2013,78.0
216278,2013,28.0
216287,2013,15.0
216296,2013,53.0
216311,2013,47.0
216339,2013,28.0
216357,2013,49.0
216418,2013,81.0
216427,2013,77.0
216436,2013,72.0
216445,2013,64.0
216454,2013,65.0
216524,2013,17.0
216542,2013,61.0
216551,2013,51.0
216579,2013,61.0
216597,2013,13.0
216667,2013,21.0
216694,2013,34.0
216746,2013,41.0
216764,2013,23.0
216773,2013,50.0
216782,2013,85.0
216807,2013,38.0
216825,2013,53.0
216852,2013,28.0
216931,2013,41.0
217013,2013,43.0
217040,2013,53.0
217059,2013,27.0
217077,2013,66.0
217086,2013,74.0
217095,2013,92.0
217156,2013,19.0
217165,2013,17.0
217235,2013,39.0
217305,2013,54.0
217323,2013,74.0
217402,2013,15.0
217420,2013,49.0
217475,2013,54.0
217484,2013,25.0
217493,2013,19.0
217518,2013,16.0
217536,2013,19.0
217572,2013,33.0
217581,2013,82.0
217606,2013,60.0
217615,2013,66.0
217624,2013,85.0
217633,2013,29.0
217688,2013,48.0
217712,2013,71.0
217721,2013,83.0
217749,2013,43.0
217776,2013,57.0
217794,2013,86.0
217819,2013,23.0
217828,2013,71.0
217837,2013,80.0
217864,2013,23.0
217873,2013,89.0
217882,2013,15.0
217891,2013,95.0
217907,2013,52.0
217925,2013,48.0
217934,2013,54.0
217961,2013,47.0
217989,2013,78.0
217998,2013,44.0
218025,2013,72.0
218043,2013,86.0
218061,2013,66.0
218070,2013,12.0
218113,2013,59.0
218140,2013,63.0
218159,2013,100.0
218195,2013,83.0
218229,2013,48.0
218238,2013,55.0
218353,2013,55.0
218399,2013,92.0
218414,2013,49.0
218441,2013,42.0
218487,2013,78.0
218520,2013,77.0
218539,2013,31.0
218645,2013,45.0
218654,2013,40.0
218663,2013,18.0
218672,2013,49.0
218681,2013,69.0
218690,2013,44.0
218706,2013,74.0
218724,2013,38.0
218733,2013,79.0
218742,2013,52.0
218821,2013,52.0
218830,2013,68.0
218858,2013,78.0
218867,2013,90.0
218885,2013,42.0
218894,2013,63.0
218919,2013,89.0
218955,2013,77.0
218964,2013,44.0
218973,2013,21.0
218991,2013,64.0
219000,2013,21.0
219037,2013,67.0
219046,2013,43.0
219055,2013,100.0
219082,2013,35.0
219091,2013,33.0
219125,2013,59.0
219143,2013,44.0
219189,2013,41.0
219198,2013,37.0
219204,2013,54.0
219213,2013,50.0
219259,2013,35.0
219277,2013,86.0
219295,2013,53.0
219347,2013,26.0
219356,2013,27.0
219374,2013,85.0
219383,2013,36.0
219408,2013,93.0
219426,2013,50.0
219453,2013,59.0
219471,2013,30.0
219480,2013,67.0
219505,2013,67.0
219578,2013,38.0
219587,2013,69.0
219596,2013,73.0
219602,2013,52.0
219639,2013,51.0
219709,2013,18.0
219718,2013,69.0
219790,2013,45.0
219806,2013,43.0
219824,2013,66.0
219833,2013,42.0
219879,2013,66.0
219888,2013,55.0
219903,2013,86.0
219921,2013,76.0
219949,2013,42.0
219976,2013,23.0
219994,2013,74.0
220002,2013,100.0
220057,2013,71.0
220075,2013,47.0
220118,2013,58.0
220127,2013,76.0
220163,2013,84.0
220181,2013,53.0
220206,2013,63.0
220215,2013,37.0
220251,2013,74.0
220279,2013,76.0
220312,2013,60.0
220321,2013,73.0
220394,2013,94.0
220400,2013,73.0
220464,2013,38.0
220473,2013,54.0
220491,2013,46.0
220516,2013,41.0
220552,2013,65.0
220570,2013,73.0
220598,2013,88.0
220604,2013,90.0
220613,2013,35.0
220631,2013,55.0
220640,2013,78.0
220701,2013,66.0
220710,2013,49.0
220756,2013,61.0
220765,2013,81.0
220808,2013,54.0
220853,2013,69.0
220862,2013,49.0
220978,2013,50.0
221014,2013,34.0
221050,2013,69.0
221096,2013,52.0
221102,2013,48.0
221148,2013,74.0
221157,2013,90.0
221184,2013,79.0
221236,2013,86.0
221254,2013,38.0
221281,2013,89.0
221290,2013,89.0
221333,2013,76.0
221351,2013,14.0
221388,2013,57.0
221397,2013,57.0
221430,2013,89.0
221485,2013,71.0
221494,2013,62.0
221519,2013,20.0
221582,2013,93.0
221591,2013,86.0
221607,2013,79.0
221616,2013,70.0
221625,2013,53.0
221634,2013,90.0
221643,2013,54.0
221661,2013,38.0
221731,2013,48.0
221740,2013,35.0
221759,2013,29.0
221768,2013,52.0
221795,2013,70.0
221829,2013,51.0
221838,2013,73.0
221847,2013,38.0
221856,2013,62.0
221892,2013,37.0
221908,2013,69.0
221953,2013,59.0
221971,2013,29.0
221980,2013,33.0
221999,2013,14.0
222026,2013,88.0
222053,2013,54.0
222062,2013,64.0
222099,2013,71.0
222105,2013,58.0
222178,2013,32.0
222567,2013,23.0
222576,2013,63.0
222822,2013,45.0
222831,2013,46.0
222877,2013,60.0
222886,2013,90.0
222938,2013,72.0
222983,2013,32.0
222992,2013,36.0
223056,2013,57.0
223232,2013,20.0
223320,2013,56.0
223427,2013,44.0
223463,2013,90.0
223472,2013,74.0
223506,2013,36.0
223524,2013,45.0
223773,2013,68.0
223816,2013,66.0
223852,2013,61.0
223898,2013,53.0
223922,2013,55.0
224004,2013,41.0
224013,2013,100.0
224110,2013,34.0
224147,2013,44.0
224156,2013,54.0
224183,2013,50.0
224226,2013,24.0
224244,2013,49.0
224271,2013,60.0
224323,2013,19.0
224350,2013,61.0
224439,2013,80.0
224527,2013,50.0
224545,2013,42.0
224554,2013,54.0
224572,2013,56.0
224615,2013,73.0
224642,2013,79.0
224660,2013,78.0
224679,2013,78.0
224758,2013,64.0
224776,2013,73.0
224828,2013,77.0
224891,2013,62.0
224961,2013,50.0
225070,2013,67.0
225201,2013,70.0
225247,2013,30.0
225308,2013,62.0
225371,2013,49.0
225399,2013,51.0
225423,2013,59.0
225432,2013,64.0
225502,2013,66.0
225511,2013,40.0
225520,2013,57.0
225548,2013,47.0
225575,2013,74.0
225627,2013,47.0
225779,2013,79.0
225788,2013,75.0
225849,2013,78.0
225858,2013,83.0
225876,2013,59.0
225885,2013,89.0
225991,2013,50.0
226019,2013,52.0
226091,2013,48.0
226107,2013,46.0
226116,2013,60.0
226125,2013,90.0
226134,2013,80.0
226152,2013,79.0
226204,2013,37.0
226231,2013,30.0
226277,2013,55.0
226374,2013,98.0
226383,2013,32.0
226408,2013,47.0
226471,2013,42.0
226578,2013,63.0
226587,2013,48.0
226675,2013,0.0
226772,2013,87.0
226806,2013,32.0
226833,2013,42.0
226860,2013,79.0
226879,2013,74.0
226903,2013,74.0
226930,2013,65.0
227003,2013,85.0
227058,2013,64.0
227146,2013,68.0
227155,2013,69.0
227182,2013,49.0
227191,2013,46.0
227216,2013,40.0
227225,2013,68.0
227243,2013,46.0
227298,2013,62.0
227304,2013,45.0
227313,2013,79.0
227322,2013,75.0
227331,2013,68.0
227368,2013,71.0
227377,2013,79.0
227386,2013,61.0
227401,2013,71.0
227429,2013,77.0
227526,2013,73.0
227687,2013,57.0
227748,2013,78.0
227757,2013,15.0
227766,2013,48.0
227836,2013,82.0
227845,2013,39.0
227854,2013,66.0
227863,2013,39.0
227881,2013,48.0
227924,2013,54.0
227979,2013,44.0
228042,2013,40.0
228088,2013,92.0
228149,2013,59.0
228158,2013,70.0
228185,2013,82.0
228200,2013,62.0
228219,2013,79.0
228246,2013,12.0
228282,2013,95.0
228316,2013,75.0
228325,2013,54.0
228343,2013,27.0
228431,2013,42.0
