unitid,year,pell_share
369419,2011,50.0
369446,2011,93.0
369516,2011,94.0
369668,2011,70.0
369686,2011,91.0
369695,2011,59.0
369783,2011,91.0
369862,2011,82.0
369905,2011,91.0
369950,2011,81.0
371034,2011,93.0
371052,2011,93.0
371140,2011,100.0
371265,2011,90.0
371690,2011,46.0
371760,2011,84.0
371779,2011,78.0
371830,2011,71.0
371928,2011,69.0
371964,2011,46.0
371982,2011,88.0
372000,2011,96.0
372028,2011,93.0
372037,2011,90.0
372073,2011,81.0
372082,2011,27.0
372213,2011,89.0
372222,2011,79.0
372240,2011,96.0
372329,2011,82.0
372356,2011,59.0
372462,2011,94.0
372578,2011,71.0
372718,2011,80.0
372772,2011,67.0
372921,2011,85.0
372958,2011,82.0
373058,2011,69.0
373085,2011,86.0
373119,2011,68.0
373216,2011,43.0
373340,2011,57.0
373447,2011,100.0
373526,2011,100.0
373605,2011,88.0
373678,2011,77.0
373696,2011,51.0
373711,2011,63.0
373784,2011,93.0
373827,2011,50.0
373890,2011,88.0
374112,2011,79.0
374316,2011,100.0
374343,2011,22.0
374440,2011,50.0
374574,2011,84.0
374592,2011,22.0
374875,2011,79.0
374927,2011,70.0
374972,2011,86.0
374990,2011,90.0
375106,2011,73.0
375230,2011,100.0
375300,2011,70.0
375319,2011,84.0
375373,2011,48.0
375407,2011,65.0
375416,2011,97.0
375489,2011,81.0
375540,2011,84.0
375568,2011,67.0
375647,2011,100.0
375656,2011,100.0
375683,2011,57.0
375692,2011,82.0
375708,2011,86.0
375717,2011,86.0
375726,2011,82.0
375735,2011,69.0
375744,2011,72.0
375753,2011,94.0
375762,2011,77.0
375841,2011,67.0
375939,2011,81.0
375966,2011,100.0
375984,2011,89.0
376039,2011,74.0
376136,2011,72.0
376224,2011,92.0
376242,2011,100.0
376288,2011,100.0
376321,2011,90.0
376330,2011,100.0
376385,2011,100.0
376446,2011,65.0
376631,2011,59.0
376668,2011,100.0
376677,2011,90.0
376695,2011,99.0
376987,2011,97.0
377069,2011,55.0
377111,2011,81.0
377193,2011,100.0
377218,2011,59.0
377272,2011,95.0
377281,2011,91.0
377315,2011,79.0
377342,2011,84.0
377449,2011,96.0
377458,2011,93.0
377485,2011,27.0
377546,2011,50.0
377555,2011,38.0
377564,2011,45.0
377643,2011,70.0
377652,2011,82.0
377661,2011,75.0
377670,2011,76.0
377722,2011,59.0
377759,2011,70.0
378105,2011,93.0
378406,2011,73.0
378576,2011,70.0
378886,2011,76.0
378956,2011,73.0
379029,2011,96.0
379135,2011,100.0
379463,2011,66.0
379621,2011,86.0
379746,2011,0.0
379782,2011,76.0
380067,2011,98.0
380094,2011,96.0
380359,2011,68.0
380368,2011,74.0
380377,2011,96.0
380401,2011,75.0
380438,2011,71.0
380456,2011,32.0
380465,2011,79.0
380474,2011,58.0
381255,2011,86.0
381282,2011,75.0
381325,2011,71.0
381334,2011,86.0
381361,2011,62.0
381370,2011,75.0
381404,2011,71.0
381486,2011,100.0
381529,2011,81.0
381617,2011,77.0
381635,2011,59.0
381644,2011,56.0
381699,2011,93.0
381705,2011,92.0
381732,2011,64.0
381741,2011,72.0
381750,2011,68.0
381787,2011,74.0
381796,2011,84.0
381866,2011,0.0
381909,2011,81.0
381945,2011,93.0
382054,2011,82.0
382063,2011,79.0
382258,2011,42.0
382267,2011,63.0
382276,2011,100.0
382416,2011,13.0
382461,2011,100.0
382504,2011,83.0
382771,2011,77.0
382780,2011,80.0
382896,2011,80.0
382902,2011,80.0
382911,2011,67.0
382957,2011,80.0
383084,2011,40.0
383163,2011,79.0
383172,2011,18.0
383190,2011,72.0
383251,2011,91.0
383279,2011,79.0
383297,2011,61.0
383312,2011,67.0
383330,2011,75.0
383367,2011,82.0
383464,2011,93.0
383507,2011,22.0
383525,2011,96.0
383792,2011,92.0
383899,2011,93.0
383950,2011,91.0
383996,2011,84.0
384184,2011,70.0
384193,2011,82.0
384209,2011,62.0
384254,2011,24.0
384333,2011,66.0
384342,2011,42.0
384412,2011,76.0
384421,2011,24.0
385008,2011,78.0
385132,2011,100.0
385503,2011,67.0
385549,2011,71.0
385619,2011,66.0
386153,2011,75.0
386472,2011,83.0
387235,2011,58.0
387660,2011,0.0
387819,2011,51.0
387925,2011,60.0
388043,2011,91.0
388520,2011,57.0
388663,2011,42.0
389727,2011,89.0
389860,2011,75.0
390701,2011,97.0
390905,2011,63.0
391005,2011,87.0
391333,2011,75.0
391546,2011,86.0
391564,2011,66.0
391582,2011,89.0
391810,2011,70.0
392257,2011,51.0
392354,2011,0.0
392415,2011,54.0
392798,2011,94.0
392840,2011,41.0
393180,2011,52.0
393524,2011,98.0
393649,2011,88.0
393861,2011,3.0
393977,2011,95.0
395195,2011,0.0
395362,2011,75.0
395690,2011,97.0
397270,2011,81.0
397942,2011,100.0
398130,2011,76.0
398574,2011,87.0
399212,2011,29.0
399869,2011,83.0
399911,2011,40.0
400080,2011,90.0
400187,2011,31.0
400637,2011,98.0
401223,2011,39.0
401339,2011,93.0
401481,2011,100.0
402563,2011,72.0
402615,2011,82.0
402776,2011,70.0
402800,2011,96.0
403414,2011,100.0
403469,2011,54.0
403478,2011,50.0
403487,2011,44.0
404037,2011,50.0
404055,2011,92.0
404073,2011,78.0
404082,2011,82.0
404338,2011,100.0
404365,2011,85.0
404374,2011,91.0
404383,2011,93.0
404426,2011,45.0
404499,2011,86.0
404505,2011,82.0
404514,2011,78.0
404648,2011,80.0
404684,2011,82.0
404718,2011,81.0
404806,2011,83.0
404912,2011,54.0
404921,2011,100.0
404994,2011,81.0
405012,2011,73.0
405021,2011,70.0
405058,2011,42.0
405076,2011,53.0
405748,2011,89.0
405854,2011,93.0
405872,2011,23.0
405979,2011,88.0
405988,2011,83.0
405997,2011,93.0
406006,2011,81.0
406015,2011,86.0
406024,2011,60.0
406033,2011,60.0
406051,2011,100.0
406060,2011,100.0
406149,2011,47.0
406194,2011,82.0
406200,2011,92.0
406219,2011,71.0
406264,2011,99.0
406325,2011,91.0
406361,2011,92.0
406413,2011,78.0
406422,2011,51.0
406486,2011,53.0
406495,2011,32.0
406547,2011,96.0
407054,2011,97.0
407063,2011,78.0
407090,2011,48.0
407142,2011,71.0
407151,2011,77.0
407179,2011,67.0
407285,2011,78.0
407319,2011,76.0
407328,2011,65.0
407355,2011,64.0
407391,2011,65.0
407407,2011,74.0
407425,2011,48.0
407434,2011,62.0
407452,2011,5.0
407461,2011,68.0
407470,2011,81.0
407489,2011,81.0
407504,2011,84.0
407513,2011,50.0
407522,2011,41.0
407568,2011,83.0
407577,2011,87.0
407595,2011,51.0
407601,2011,86.0
407683,2011,85.0
407708,2011,70.0
407726,2011,74.0
407735,2011,79.0
407832,2011,42.0
408039,2011,84.0
408066,2011,78.0
408163,2011,76.0
408312,2011,71.0
408385,2011,90.0
408394,2011,75.0
408844,2011,90.0
408862,2011,87.0
409032,2011,100.0
409069,2011,80.0
409120,2011,86.0
409166,2011,80.0
409193,2011,100.0
409315,2011,85.0
409537,2011,83.0
409591,2011,75.0
409670,2011,93.0
409698,2011,49.0
409829,2011,69.0
409838,2011,77.0
409874,2011,90.0
410034,2011,33.0
410070,2011,81.0
410256,2011,57.0
410283,2011,84.0
410496,2011,94.0
410502,2011,79.0
410520,2011,78.0
410539,2011,58.0
410788,2011,72.0
410797,2011,85.0
410964,2011,60.0
411055,2011,86.0
411374,2011,68.0
411684,2011,67.0
412003,2011,71.0
412173,2011,80.0
412535,2011,38.0
412544,2011,56.0
412599,2011,95.0
412650,2011,0.0
413176,2011,83.0
413185,2011,15.0
413343,2011,75.0
413413,2011,100.0
413617,2011,87.0
413626,2011,100.0
413635,2011,46.0
413680,2011,81.0
413778,2011,90.0
413802,2011,100.0
413820,2011,82.0
413839,2011,75.0
413848,2011,53.0
413857,2011,78.0
413866,2011,66.0
413884,2011,80.0
413918,2011,50.0
413945,2011,76.0
413972,2011,87.0
414054,2011,68.0
414063,2011,32.0
414124,2011,81.0
414160,2011,83.0
414452,2011,82.0
414461,2011,96.0
414489,2011,62.0
414531,2011,48.0
414540,2011,51.0
414559,2011,83.0
414568,2011,82.0
414586,2011,69.0
414595,2011,80.0
414708,2011,84.0
414823,2011,58.0
414841,2011,80.0
414869,2011,82.0
414878,2011,78.0
414911,2011,69.0
414939,2011,94.0
415039,2011,75.0
415057,2011,66.0
415729,2011,82.0
415774,2011,82.0
415987,2011,80.0
416458,2011,78.0
416670,2011,89.0
416962,2011,86.0
416971,2011,88.0
416980,2011,77.0
417008,2011,74.0
417062,2011,70.0
417123,2011,54.0
417132,2011,87.0
417178,2011,55.0
417187,2011,44.0
417248,2011,21.0
417257,2011,46.0
417275,2011,75.0
417318,2011,72.0
417327,2011,86.0
417381,2011,98.0
417390,2011,99.0
417406,2011,88.0
417442,2011,16.0
417503,2011,57.0
417549,2011,97.0
417567,2011,98.0
417576,2011,92.0
417600,2011,80.0
417628,2011,86.0
417637,2011,89.0
417646,2011,60.0
417655,2011,60.0
417673,2011,100.0
417682,2011,100.0
417716,2011,92.0
417725,2011,90.0
417743,2011,100.0
417752,2011,43.0
417789,2011,99.0
417798,2011,34.0
417804,2011,75.0
417831,2011,26.0
417840,2011,89.0
417868,2011,64.0
417886,2011,94.0
417910,2011,62.0
417947,2011,88.0
417992,2011,82.0
418001,2011,88.0
418010,2011,67.0
418029,2011,71.0
418038,2011,68.0
418056,2011,69.0
418065,2011,47.0
418083,2011,69.0
418126,2011,58.0
418162,2011,67.0
418171,2011,100.0
418199,2011,78.0
418205,2011,83.0
418223,2011,92.0
418250,2011,57.0
418269,2011,54.0
418278,2011,21.0
418287,2011,61.0
418296,2011,53.0
418302,2011,45.0
418320,2011,56.0
418339,2011,25.0
418348,2011,21.0
418357,2011,64.0
418384,2011,69.0
418409,2011,61.0
418427,2011,58.0
418445,2011,71.0
418454,2011,69.0
418481,2011,84.0
418506,2011,63.0
418515,2011,65.0
418524,2011,86.0
418533,2011,66.0
418542,2011,51.0
418560,2011,64.0
418588,2011,80.0
418603,2011,32.0
418612,2011,50.0
418658,2011,72.0
418676,2011,100.0
418700,2011,90.0
418755,2011,96.0
418764,2011,72.0
418773,2011,96.0
418782,2011,96.0
418870,2011,91.0
418889,2011,52.0
418913,2011,94.0
418968,2011,76.0
419031,2011,100.0
419095,2011,62.0
419147,2011,95.0
419156,2011,50.0
419183,2011,85.0
419217,2011,50.0
419226,2011,21.0
419235,2011,77.0
419244,2011,89.0
419253,2011,80.0
419262,2011,79.0
419271,2011,100.0
419280,2011,15.0
419314,2011,75.0
419332,2011,21.0
419341,2011,80.0
419411,2011,38.0
419420,2011,68.0
419457,2011,50.0
419484,2011,81.0
419509,2011,80.0
419633,2011,77.0
419660,2011,78.0
419703,2011,97.0
419712,2011,98.0
419721,2011,97.0
420006,2011,91.0
420024,2011,89.0
420042,2011,79.0
420103,2011,54.0
420130,2011,60.0
420194,2011,95.0
420200,2011,71.0
420255,2011,68.0
420307,2011,97.0
420316,2011,97.0
420325,2011,100.0
420343,2011,59.0
420370,2011,92.0
420398,2011,52.0
420404,2011,80.0
420431,2011,82.0
420440,2011,62.0
420459,2011,63.0
420468,2011,49.0
420495,2011,78.0
420501,2011,80.0
420538,2011,73.0
420556,2011,49.0
420608,2011,80.0
420723,2011,69.0
420866,2011,0.0
420981,2011,94.0
421009,2011,84.0
421018,2011,91.0
421513,2011,85.0
421540,2011,54.0
421559,2011,95.0
421586,2011,43.0
421610,2011,61.0
421665,2011,100.0
421708,2011,89.0
421717,2011,71.0
421771,2011,90.0
421832,2011,81.0
421841,2011,44.0
421878,2011,89.0
421896,2011,76.0
422020,2011,80.0
422190,2011,18.0
422695,2011,93.0
422835,2011,87.0
423120,2011,59.0
423397,2011,100.0
423582,2011,90.0
423652,2011,58.0
423980,2011,58.0
425250,2011,74.0
425870,2011,56.0
425889,2011,85.0
425986,2011,95.0
426314,2011,28.0
427025,2011,87.0
427308,2011,100.0
427335,2011,62.0
427663,2011,74.0
427894,2011,64.0
427919,2011,87.0
427973,2011,84.0
427982,2011,94.0
427991,2011,64.0
428019,2011,86.0
428055,2011,98.0
428073,2011,90.0
428125,2011,100.0
428143,2011,90.0
428170,2011,57.0
428268,2011,50.0
428286,2011,59.0
428295,2011,0.0
428329,2011,75.0
428392,2011,84.0
428444,2011,58.0
429012,2011,8.0
429100,2011,95.0
429128,2011,0.0
429599,2011,67.0
430050,2011,68.0
430087,2011,56.0
430096,2011,62.0
430148,2011,85.0
430157,2011,56.0
430166,2011,79.0
430175,2011,90.0
430184,2011,11.0
430218,2011,81.0
430227,2011,85.0
430245,2011,65.0
430254,2011,49.0
430263,2011,77.0
430306,2011,35.0
430342,2011,91.0
430351,2011,84.0
430360,2011,72.0
430379,2011,75.0
430388,2011,72.0
430403,2011,99.0
430421,2011,83.0
430485,2011,53.0
430564,2011,8.0
430582,2011,75.0
430670,2011,0.0
430795,2011,50.0
430810,2011,57.0
430847,2011,33.0
430883,2011,85.0
430908,2011,55.0
430935,2011,97.0
430971,2011,80.0
430980,2011,89.0
430999,2011,76.0
431017,2011,49.0
431026,2011,88.0
431071,2011,49.0
431099,2011,75.0
431105,2011,68.0
431123,2011,97.0
431141,2011,85.0
431169,2011,79.0
431187,2011,47.0
431196,2011,65.0
431275,2011,80.0
431284,2011,100.0
431309,2011,91.0
431558,2011,45.0
431600,2011,50.0
431637,2011,86.0
431691,2011,63.0
431707,2011,31.0
431716,2011,21.0
431770,2011,62.0
431877,2011,83.0
431886,2011,65.0
431929,2011,94.0
431956,2011,71.0
431965,2011,100.0
431983,2011,39.0
432074,2011,80.0
432117,2011,80.0
432199,2011,86.0
432214,2011,83.0
432223,2011,69.0
432232,2011,93.0
432241,2011,84.0
432269,2011,86.0
432302,2011,82.0
432384,2011,66.0
432524,2011,44.0
432533,2011,76.0
433004,2011,50.0
433013,2011,66.0
433040,2011,70.0
433068,2011,62.0
433101,2011,72.0
433138,2011,81.0
433174,2011,50.0
433387,2011,48.0
433420,2011,94.0
433466,2011,61.0
433536,2011,92.0
433563,2011,60.0
433660,2011,33.0
433970,2011,63.0
434016,2011,95.0
434052,2011,68.0
434061,2011,43.0
434122,2011,67.0
434140,2011,54.0
434159,2011,90.0
434274,2011,81.0
434283,2011,61.0
434308,2011,65.0
434317,2011,88.0
434326,2011,60.0
434344,2011,50.0
434362,2011,67.0
434380,2011,100.0
434414,2011,95.0
434432,2011,50.0
434469,2011,89.0
434496,2011,75.0
434502,2011,78.0
434520,2011,59.0
434539,2011,39.0
434548,2011,63.0
434557,2011,70.0
434566,2011,73.0
434575,2011,80.0
434584,2011,54.0
434672,2011,59.0
434690,2011,38.0
434751,2011,100.0
434812,2011,98.0
434821,2011,63.0
434830,2011,66.0
434900,2011,96.0
434946,2011,73.0
434955,2011,90.0
434964,2011,87.0
434973,2011,63.0
434982,2011,94.0
434991,2011,93.0
436003,2011,80.0
436012,2011,82.0
436030,2011,92.0
436067,2011,91.0
436094,2011,87.0
436100,2011,100.0
436182,2011,87.0
436191,2011,81.0
436225,2011,51.0
436304,2011,60.0
436429,2011,54.0
436438,2011,100.0
436465,2011,90.0
436483,2011,70.0
436526,2011,39.0
436553,2011,100.0
436599,2011,0.0
436614,2011,70.0
436632,2011,89.0
436641,2011,80.0
436650,2011,73.0
436702,2011,88.0
436775,2011,46.0
436818,2011,39.0
436827,2011,34.0
436836,2011,42.0
437042,2011,76.0
437051,2011,71.0
437060,2011,83.0
437103,2011,54.0
437219,2011,78.0
437237,2011,28.0
437501,2011,33.0
437529,2011,68.0
437556,2011,81.0
437608,2011,74.0
437635,2011,76.0
437653,2011,90.0
437662,2011,93.0
437705,2011,90.0
437723,2011,78.0
437732,2011,81.0
437750,2011,35.0
437769,2011,68.0
437778,2011,67.0
437848,2011,81.0
437857,2011,48.0
437884,2011,96.0
437927,2011,74.0
437936,2011,70.0
438036,2011,79.0
438151,2011,70.0
438179,2011,96.0
438197,2011,90.0
438212,2011,67.0
438258,2011,74.0
438267,2011,63.0
438285,2011,54.0
438294,2011,87.0
438337,2011,99.0
438382,2011,53.0
438416,2011,96.0
438498,2011,20.0
438504,2011,71.0
438586,2011,77.0
438601,2011,68.0
438610,2011,86.0
438629,2011,88.0
438638,2011,94.0
438647,2011,87.0
438656,2011,94.0
438674,2011,100.0
438708,2011,81.0
438735,2011,87.0
438805,2011,74.0
438869,2011,93.0
438887,2011,76.0
438902,2011,87.0
438984,2011,98.0
439039,2011,75.0
439057,2011,67.0
439118,2011,82.0
439127,2011,80.0
439136,2011,63.0
439145,2011,45.0
439163,2011,83.0
439190,2011,25.0
439279,2011,89.0
439288,2011,42.0
439297,2011,90.0
439303,2011,50.0
439312,2011,62.0
439330,2011,100.0
439367,2011,99.0
439400,2011,100.0
439437,2011,89.0
439455,2011,86.0
439473,2011,91.0
439482,2011,96.0
439491,2011,88.0
439507,2011,83.0
439525,2011,69.0
439570,2011,67.0
439589,2011,74.0
439613,2011,73.0
439622,2011,77.0
439631,2011,48.0
439668,2011,31.0
439686,2011,74.0
439701,2011,45.0
439729,2011,100.0
439738,2011,93.0
439747,2011,44.0
439774,2011,89.0
439792,2011,82.0
439826,2011,89.0
439844,2011,55.0
439862,2011,80.0
439871,2011,91.0
439899,2011,58.0
439905,2011,100.0
439932,2011,95.0
439978,2011,100.0
439996,2011,75.0
440059,2011,87.0
440077,2011,93.0
440086,2011,83.0
440101,2011,86.0
440110,2011,55.0
440129,2011,41.0
440147,2011,89.0
440165,2011,76.0
440174,2011,88.0
440217,2011,70.0
440226,2011,91.0
440262,2011,82.0
440271,2011,90.0
440299,2011,90.0
440323,2011,85.0
440332,2011,83.0
440341,2011,63.0
440369,2011,89.0
440378,2011,100.0
440402,2011,67.0
440420,2011,77.0
440439,2011,83.0
440448,2011,81.0
440457,2011,88.0
440466,2011,95.0
440484,2011,82.0
440536,2011,67.0
440545,2011,61.0
440590,2011,65.0
440624,2011,76.0
440642,2011,82.0
440651,2011,100.0
440721,2011,40.0
440730,2011,73.0
440749,2011,0.0
440758,2011,57.0
440767,2011,40.0
440776,2011,93.0
440794,2011,91.0
440846,2011,67.0
440855,2011,75.0
440873,2011,96.0
440882,2011,90.0
440891,2011,72.0
440907,2011,93.0
440925,2011,71.0
440952,2011,73.0
440970,2011,87.0
440989,2011,64.0
441016,2011,92.0
441025,2011,89.0
441052,2011,54.0
441070,2011,58.0
441089,2011,66.0
441168,2011,95.0
441195,2011,89.0
441201,2011,77.0
441210,2011,87.0
441229,2011,35.0
441256,2011,64.0
441274,2011,68.0
441317,2011,51.0
441335,2011,60.0
441353,2011,43.0
441362,2011,74.0
441371,2011,76.0
441380,2011,85.0
441405,2011,100.0
441414,2011,14.0
441423,2011,69.0
441432,2011,100.0
441441,2011,72.0
441487,2011,88.0
441496,2011,83.0
441502,2011,90.0
441511,2011,66.0
441548,2011,68.0
441575,2011,87.0
441593,2011,85.0
441609,2011,25.0
441618,2011,75.0
441627,2011,25.0
441636,2011,59.0
441645,2011,57.0
441663,2011,69.0
441672,2011,50.0
441681,2011,98.0
441690,2011,100.0
441706,2011,80.0
441742,2011,87.0
441751,2011,71.0
441760,2011,63.0
441779,2011,68.0
441788,2011,86.0
441830,2011,81.0
441858,2011,55.0
441876,2011,55.0
441894,2011,0.0
441900,2011,55.0
441919,2011,96.0
441928,2011,95.0
441937,2011,41.0
441955,2011,64.0
441964,2011,74.0
441973,2011,70.0
441982,2011,10.0
442037,2011,84.0
442046,2011,96.0
442073,2011,77.0
442134,2011,66.0
442143,2011,81.0
442152,2011,90.0
442161,2011,80.0
442170,2011,85.0
442189,2011,58.0
442204,2011,96.0
442222,2011,88.0
442231,2011,75.0
442240,2011,58.0
442310,2011,95.0
442329,2011,80.0
442338,2011,79.0
442347,2011,70.0
442356,2011,40.0
442365,2011,95.0
442383,2011,83.0
442408,2011,86.0
442426,2011,85.0
442435,2011,87.0
442444,2011,91.0
442462,2011,47.0
442499,2011,60.0
442505,2011,88.0
442523,2011,87.0
442569,2011,24.0
442578,2011,33.0
442602,2011,79.0
442611,2011,66.0
442620,2011,84.0
442639,2011,0.0
442648,2011,50.0
442657,2011,76.0
442684,2011,67.0
442718,2011,86.0
442727,2011,89.0
442736,2011,81.0
442745,2011,99.0
442781,2011,83.0
442790,2011,96.0
442815,2011,71.0
442824,2011,85.0
442842,2011,63.0
442851,2011,99.0
442879,2011,29.0
442888,2011,98.0
442930,2011,73.0
442958,2011,54.0
442967,2011,78.0
442976,2011,75.0
442985,2011,65.0
443021,2011,90.0
443049,2011,100.0
443058,2011,67.0
443100,2011,99.0
443137,2011,65.0
443146,2011,97.0
443173,2011,75.0
443207,2011,86.0
443216,2011,96.0
443225,2011,61.0
443234,2011,71.0
443252,2011,100.0
443261,2011,49.0
443270,2011,53.0
443289,2011,45.0
443298,2011,99.0
443304,2011,100.0
443322,2011,98.0
443331,2011,45.0
443340,2011,45.0
443359,2011,100.0
443377,2011,77.0
443410,2011,64.0
443429,2011,40.0
443438,2011,98.0
443456,2011,80.0
443465,2011,85.0
443474,2011,96.0
443492,2011,71.0
443526,2011,80.0
443535,2011,66.0
443544,2011,90.0
443553,2011,62.0
443562,2011,93.0
443571,2011,100.0
443599,2011,0.0
443605,2011,85.0
443623,2011,66.0
443632,2011,74.0
443641,2011,47.0
443650,2011,90.0
443669,2011,77.0
443678,2011,55.0
443687,2011,92.0
443696,2011,100.0
443739,2011,51.0
443748,2011,90.0
443766,2011,100.0
443784,2011,45.0
443827,2011,87.0
443836,2011,88.0
443845,2011,94.0
443854,2011,92.0
443881,2011,96.0
443890,2011,92.0
443906,2011,100.0
443924,2011,95.0
443942,2011,78.0
443951,2011,99.0
443979,2011,68.0
443997,2011,77.0
444024,2011,83.0
444033,2011,80.0
444042,2011,99.0
444051,2011,41.0
444060,2011,87.0
444079,2011,73.0
444088,2011,93.0
444121,2011,94.0
444158,2011,80.0
444167,2011,83.0
444194,2011,95.0
444200,2011,79.0
444219,2011,28.0
444228,2011,88.0
444237,2011,95.0
444255,2011,59.0
444264,2011,94.0
444282,2011,77.0
444291,2011,88.0
444307,2011,81.0
444316,2011,41.0
444325,2011,80.0
444334,2011,100.0
444343,2011,77.0
444352,2011,100.0
444361,2011,75.0
444370,2011,91.0
444389,2011,40.0
444398,2011,53.0
444404,2011,98.0
444413,2011,24.0
444422,2011,89.0
444440,2011,93.0
444468,2011,94.0
444486,2011,79.0
444510,2011,98.0
444529,2011,69.0
444547,2011,100.0
444556,2011,60.0
444565,2011,89.0
444574,2011,87.0
444583,2011,91.0
444592,2011,100.0
444608,2011,85.0
444644,2011,90.0
444653,2011,100.0
444662,2011,84.0
444671,2011,100.0
444680,2011,100.0
444705,2011,100.0
444714,2011,69.0
444723,2011,57.0
444732,2011,100.0
444750,2011,100.0
444769,2011,29.0
444778,2011,91.0
444796,2011,100.0
444811,2011,57.0
444857,2011,50.0
444866,2011,61.0
444893,2011,94.0
444909,2011,82.0
444927,2011,70.0
444936,2011,100.0
444945,2011,86.0
444954,2011,65.0
444972,2011,95.0
445018,2011,68.0
445027,2011,84.0
445072,2011,91.0
445081,2011,81.0
445090,2011,88.0
445115,2011,74.0
445124,2011,69.0
445133,2011,64.0
445142,2011,89.0
445188,2011,59.0
445197,2011,91.0
445203,2011,92.0
445212,2011,60.0
445221,2011,80.0
445230,2011,60.0
445249,2011,86.0
445258,2011,55.0
445276,2011,85.0
445300,2011,70.0
445319,2011,86.0
445328,2011,85.0
445337,2011,86.0
445346,2011,85.0
445355,2011,86.0
445364,2011,94.0
445373,2011,91.0
445382,2011,85.0
445391,2011,76.0
445407,2011,93.0
445416,2011,75.0
445434,2011,88.0
445452,2011,79.0
445461,2011,88.0
445470,2011,98.0
445498,2011,100.0
445504,2011,88.0
445531,2011,83.0
445540,2011,73.0
445559,2011,83.0
445577,2011,46.0
445601,2011,65.0
445610,2011,56.0
445638,2011,43.0
445647,2011,48.0
445656,2011,35.0
445665,2011,67.0
445674,2011,61.0
445683,2011,89.0
445692,2011,60.0
445708,2011,56.0
445717,2011,93.0
445726,2011,82.0
445744,2011,70.0
445753,2011,89.0
445762,2011,68.0
445771,2011,90.0
445780,2011,81.0
445799,2011,60.0
445814,2011,73.0
445832,2011,100.0
445841,2011,84.0
445850,2011,87.0
445896,2011,87.0
445911,2011,72.0
445920,2011,69.0
445939,2011,47.0
445948,2011,81.0
445984,2011,100.0
445993,2011,57.0
446048,2011,35.0
446057,2011,68.0
446075,2011,78.0
446084,2011,100.0
446093,2011,64.0
446109,2011,83.0
446118,2011,71.0
446127,2011,95.0
446145,2011,83.0
446163,2011,75.0
446190,2011,100.0
446206,2011,17.0
446215,2011,92.0
446233,2011,62.0
446242,2011,89.0
446251,2011,0.0
446260,2011,65.0
446288,2011,78.0
446303,2011,82.0
446349,2011,100.0
446385,2011,30.0
446400,2011,98.0
446419,2011,100.0
446428,2011,71.0
446437,2011,87.0
446446,2011,100.0
446455,2011,58.0
446464,2011,84.0
446491,2011,81.0
446507,2011,69.0
446516,2011,41.0
446525,2011,59.0
446534,2011,54.0
446543,2011,80.0
446552,2011,72.0
446561,2011,56.0
446570,2011,100.0
446589,2011,100.0
446598,2011,71.0
446604,2011,78.0
446613,2011,60.0
446640,2011,68.0
446668,2011,68.0
446677,2011,90.0
446701,2011,86.0
446710,2011,96.0
446729,2011,63.0
446738,2011,85.0
446747,2011,80.0
446756,2011,76.0
446765,2011,93.0
446774,2011,79.0
446783,2011,63.0
446792,2011,89.0
446808,2011,54.0
446817,2011,76.0
446835,2011,80.0
446844,2011,60.0
446853,2011,41.0
446880,2011,75.0
446899,2011,76.0
446905,2011,83.0
446914,2011,75.0
446923,2011,89.0
446996,2011,100.0
447014,2011,84.0
447023,2011,94.0
447069,2011,61.0
447102,2011,92.0
447120,2011,90.0
447148,2011,82.0
447157,2011,88.0
447166,2011,67.0
447175,2011,78.0
447209,2011,91.0
447218,2011,89.0
447227,2011,96.0
447236,2011,84.0
447245,2011,86.0
447254,2011,100.0
447263,2011,88.0
447272,2011,80.0
447290,2011,91.0
447315,2011,71.0
447324,2011,76.0
447333,2011,75.0
447342,2011,56.0
447351,2011,93.0
447360,2011,76.0
447379,2011,82.0
447388,2011,60.0
447403,2011,58.0
447421,2011,86.0
447430,2011,95.0
447449,2011,88.0
447458,2011,46.0
447467,2011,70.0
447476,2011,97.0
447485,2011,82.0
447494,2011,73.0
447519,2011,61.0
447528,2011,100.0
447582,2011,77.0
447591,2011,84.0
447625,2011,85.0
447634,2011,86.0
447652,2011,88.0
447661,2011,73.0
447670,2011,64.0
447689,2011,60.0
447704,2011,46.0
447713,2011,83.0
447722,2011,96.0
447731,2011,60.0
447759,2011,88.0
447768,2011,50.0
447777,2011,100.0
447795,2011,38.0
447810,2011,64.0
447829,2011,100.0
447847,2011,22.0
447856,2011,100.0
447865,2011,93.0
447874,2011,45.0
447883,2011,90.0
447892,2011,73.0
447908,2011,100.0
447917,2011,80.0
447935,2011,98.0
447953,2011,66.0
447962,2011,68.0
447971,2011,83.0
447980,2011,98.0
447999,2011,62.0
448008,2011,87.0
448017,2011,100.0
448026,2011,42.0
448035,2011,58.0
448044,2011,78.0
448053,2011,69.0
448071,2011,45.0
448080,2011,77.0
448105,2011,100.0
448114,2011,72.0
448123,2011,98.0
448141,2011,70.0
448150,2011,79.0
448196,2011,28.0
448202,2011,64.0
448211,2011,98.0
448220,2011,63.0
448248,2011,20.0
448257,2011,62.0
448266,2011,86.0
448275,2011,100.0
448309,2011,87.0
448345,2011,58.0
448354,2011,94.0
448372,2011,100.0
448406,2011,77.0
448415,2011,78.0
448424,2011,61.0
448433,2011,72.0
448442,2011,90.0
448451,2011,78.0
448460,2011,59.0
448479,2011,77.0
448488,2011,69.0
448497,2011,80.0
