event_time,att
-10,4.481697552047586
-9,4.216042616339117
-8,2.9553020984532496
-7,1.8337029562065503
-6,2.555255890648924
-5,2.6954668047302217
-4,2.290563429716215
-3,1.6760677237916028
-2,2.175231329719364
-1,0.0
0,-4.028283266869447
1,-13.991419912989585
2,-14.28967948576999
3,-14.155428727657974
