event_time,att
-10,2.8951204484284982
-9,0.4055141979067692
-8,0.19630028424244997
-7,0.3706603175259691
-6,-0.11992172681265645
-5,-1.009256913248548
-4,-0.2244063368360852
-3,-0.15282516591012932
-2,0.32598567247797744
-1,0.0
0,-0.42299091946528056
1,-0.31554288901498584
2,-1.937101149892856
3,-0.8750690049226444
