corpus,family,protocol,dimension,group,metric,value,ci_lo,ci_hi,n
persuade,embed,oof,economically_disadvantaged,Not economically disadvantaged,rmse,0.6819,,,11116
persuade,embed,oof,economically_disadvantaged,Economically disadvantaged,mean_human,2.9787,,,9643
persuade,embed,oof,economically_disadvantaged,Economically disadvantaged,mean_machine,3.0476,,,9643
persuade,embed,oof,economically_disadvantaged,Economically disadvantaged,mean_gap,0.0689,,,9643
persuade,embed,oof,economically_disadvantaged,Economically disadvantaged,smd,0.0695,,,9643
persuade,embed,oof,economically_disadvantaged,Economically disadvantaged,qwk,0.7727,,,9643
persuade,embed,oof,economically_disadvantaged,Economically disadvantaged,exact,0.306,,,9643
persuade,embed,oof,economically_disadvantaged,Economically disadvantaged,pearson_r,0.7905,,,9643
persuade,embed,oof,economically_disadvantaged,Economically disadvantaged,rmse,0.6585,,,9643
persuade,embed,oof,economically_disadvantaged,Economically disadvantaged - Not economically disadvantaged,raw_differential,0.1256,0.1077,0.1428,9643
persuade,embed,oof,economically_disadvantaged,Economically disadvantaged - Not economically disadvantaged,conditional_differential,-0.0928,-0.1106,-0.0763,9643
persuade,embed,oof,student_disability_status,Not identified as having disability,mean_human,3.4172,,,18135
persuade,embed,oof,student_disability_status,Not identified as having disability,mean_machine,3.4026,,,18135
persuade,embed,oof,student_disability_status,Not identified as having disability,mean_gap,-0.0146,,,18135
persuade,embed,oof,student_disability_status,Not identified as having disability,smd,-0.0138,,,18135
persuade,embed,oof,student_disability_status,Not identified as having disability,qwk,0.7931,,,18135
persuade,embed,oof,student_disability_status,Not identified as having disability,exact,0.2993,,,18135
persuade,embed,oof,student_disability_status,Not identified as having disability,pearson_r,0.8162,,,18135
persuade,embed,oof,student_disability_status,Not identified as having disability,rmse,0.6681,,,18135
persuade,embed,oof,student_disability_status,Identified as having disability,mean_human,2.7876,,,2688
persuade,embed,oof,student_disability_status,Identified as having disability,mean_machine,2.898,,,2688
persuade,embed,oof,student_disability_status,Identified as having disability,mean_gap,0.1104,,,2688
persuade,embed,oof,student_disability_status,Identified as having disability,smd,0.1029,,,2688
persuade,embed,oof,student_disability_status,Identified as having disability,qwk,0.7833,,,2688
persuade,embed,oof,student_disability_status,Identified as having disability,exact,0.3006,,,2688
persuade,embed,oof,student_disability_status,Identified as having disability,pearson_r,0.8026,,,2688
persuade,embed,oof,student_disability_status,Identified as having disability,rmse,0.6893,,,2688
persuade,embed,oof,student_disability_status,Identified as having disability - Not identified as having disability,raw_differential,0.125,0.0987,0.1504,2688
persuade,embed,oof,student_disability_status,Identified as having disability - Not identified as having disability,conditional_differential,-0.0841,-0.1094,-0.059,2688
persuade,embed,oof,gender,M,mean_human,3.2009,,,12854
persuade,embed,oof,gender,M,mean_machine,3.2226,,,12854
persuade,embed,oof,gender,M,mean_gap,0.0217,,,12854
persuade,embed,oof,gender,M,smd,0.0205,,,12854
persuade,embed,oof,gender,M,qwk,0.787,,,12854
persuade,embed,oof,gender,M,exact,0.3015,,,12854
persuade,embed,oof,gender,M,pearson_r,0.8076,,,12854
persuade,embed,oof,gender,M,rmse,0.6799,,,12854
persuade,embed,oof,gender,F,mean_human,3.4265,,,13141
persuade,embed,oof,gender,F,mean_machine,3.4098,,,13141
persuade,embed,oof,gender,F,mean_gap,-0.0167,,,13141
persuade,embed,oof,gender,F,smd,-0.0161,,,13141
persuade,embed,oof,gender,F,qwk,0.7672,,,13141
persuade,embed,oof,gender,F,exact,0.2886,,,13141
persuade,embed,oof,gender,F,pearson_r,0.7975,,,13141
persuade,embed,oof,gender,F,rmse,0.6994,,,13141
persuade,embed,oof,gender,F - M,raw_differential,-0.0384,-0.0543,-0.0216,13141
persuade,embed,oof,gender,F - M,conditional_differential,0.0329,0.0202,0.0458,13141
persuade,embed,oof,race_ethnicity,White,mean_human,3.4285,,,11571
persuade,embed,oof,race_ethnicity,White,mean_machine,3.3832,,,11571
persuade,embed,oof,race_ethnicity,White,mean_gap,-0.0453,,,11571
persuade,embed,oof,race_ethnicity,White,smd,-0.0439,,,11571
persuade,embed,oof,race_ethnicity,White,qwk,0.7638,,,11571
persuade,embed,oof,race_ethnicity,White,exact,0.2919,,,11571
persuade,embed,oof,race_ethnicity,White,pearson_r,0.7922,,,11571
persuade,embed,oof,race_ethnicity,White,rmse,0.6988,,,11571
persuade,embed,oof,race_ethnicity,Hispanic/Latino,mean_human,3.086,,,6560
persuade,embed,oof,race_ethnicity,Hispanic/Latino,mean_machine,3.1379,,,6560
persuade,embed,oof,race_ethnicity,Hispanic/Latino,mean_gap,0.0519,,,6560
persuade,embed,oof,race_ethnicity,Hispanic/Latino,smd,0.0517,,,6560
persuade,embed,oof,race_ethnicity,Hispanic/Latino,qwk,0.7661,,,6560
persuade,embed,oof,race_ethnicity,Hispanic/Latino,exact,0.3032,,,6560
persuade,embed,oof,race_ethnicity,Hispanic/Latino,pearson_r,0.7885,,,6560
persuade,embed,oof,race_ethnicity,Hispanic/Latino,rmse,0.6785,,,6560
persuade,embed,oof,race_ethnicity,Black/African American,mean_human,3.1226,,,4958
persuade,embed,oof,race_ethnicity,Black/African American,mean_machine,3.198,,,4958
persuade,embed,oof,race_ethnicity,Black/African American,mean_gap,0.0754,,,4958
persuade,embed,oof,race_ethnicity,Black/African American,smd,0.0719,,,4958
persuade,embed,oof,race_ethnicity,Black/African American,qwk,0.7925,,,4958
persuade,embed,oof,race_ethnicity,Black/African American,exact,0.3064,,,4958
persuade,embed,oof,race_ethnicity,Black/African American,pearson_r,0.8099,,,4958
persuade,embed,oof,race_ethnicity,Black/African American,rmse,0.6676,,,4958
persuade,embed,oof,race_ethnicity,Asian/Pacific Islander,mean_human,3.9185,,,1743
persuade,embed,oof,race_ethnicity,Asian/Pacific Islander,mean_machine,3.8457,,,1743
persuade,embed,oof,race_ethnicity,Asian/Pacific Islander,mean_gap,-0.0729,,,1743
persuade,embed,oof,race_ethnicity,Asian/Pacific Islander,smd,-0.0658,,,1743
persuade,embed,oof,race_ethnicity,Asian/Pacific Islander,qwk,0.768,,,1743
persuade,embed,oof,race_ethnicity,Asian/Pacific Islander,exact,0.2565,,,1743
persuade,embed,oof,race_ethnicity,Asian/Pacific Islander,pearson_r,0.8206,,,1743
persuade,embed,oof,race_ethnicity,Asian/Pacific Islander,rmse,0.7427,,,1743
persuade,embed,oof,race_ethnicity,Hispanic/Latino - White,raw_differential,0.0972,0.0761,0.1167,6560
persuade,embed,oof,race_ethnicity,Hispanic/Latino - White,conditional_differential,-0.0289,-0.0461,-0.0106,6560
persuade,embed,oof,race_ethnicity,Black/African American - White,raw_differential,0.1206,0.0974,0.1437,4958
persuade,embed,oof,race_ethnicity,Black/African American - White,conditional_differential,0.0081,-0.0109,0.0274,4958
persuade,embed,oof,race_ethnicity,Asian/Pacific Islander - White,raw_differential,-0.0276,-0.0638,0.0088,1743
persuade,embed,oof,race_ethnicity,Asian/Pacific Islander - White,conditional_differential,0.1722,0.147,0.1964,1743
persuade,embed,lopo,ell_status,No,mean_human,3.3528,,,22451
persuade,embed,lopo,ell_status,No,mean_machine,3.4544,,,22451
persuade,embed,lopo,ell_status,No,mean_gap,0.1016,,,22451
persuade,embed,lopo,ell_status,No,smd,0.0998,,,22451
persuade,embed,lopo,ell_status,No,qwk,0.6345,,,22451
persuade,embed,lopo,ell_status,No,exact,0.2315,,,22451
persuade,embed,lopo,ell_status,No,pearson_r,0.678,,,22451
persuade,embed,lopo,ell_status,No,rmse,0.865,,,22451
persuade,embed,lopo,ell_status,Yes,mean_human,2.6912,,,2244
persuade,embed,lopo,ell_status,Yes,mean_machine,3.2552,,,2244
persuade,embed,lopo,ell_status,Yes,mean_gap,0.564,,,2244
persuade,embed,lopo,ell_status,Yes,smd,0.6163,,,2244
persuade,embed,lopo,ell_status,Yes,qwk,0.4408,,,2244
persuade,embed,lopo,ell_status,Yes,exact,0.2215,,,2244
persuade,embed,lopo,ell_status,Yes,pearson_r,0.5332,,,2244
persuade,embed,lopo,ell_status,Yes,rmse,1.0544,,,2244
persuade,embed,lopo,ell_status,Yes - No,raw_differential,0.4624,0.4247,0.5008,2244
persuade,embed,lopo,ell_status,Yes - No,conditional_differential,0.1207,0.089,0.1505,2244
persuade,embed,lopo,economically_disadvantaged,Not economically disadvantaged,mean_human,3.6478,,,11116
persuade,embed,lopo,economically_disadvantaged,Not economically disadvantaged,mean_machine,3.6326,,,11116
persuade,embed,lopo,economically_disadvantaged,Not economically disadvantaged,mean_gap,-0.0152,,,11116
persuade,embed,lopo,economically_disadvantaged,Not economically disadvantaged,smd,-0.0149,,,11116
persuade,embed,lopo,economically_disadvantaged,Not economically disadvantaged,qwk,0.6325,,,11116
persuade,embed,lopo,economically_disadvantaged,Not economically disadvantaged,exact,0.2259,,,11116
persuade,embed,lopo,economically_disadvantaged,Not economically disadvantaged,pearson_r,0.6768,,,11116
persuade,embed,lopo,economically_disadvantaged,Not economically disadvantaged,rmse,0.865,,,11116
persuade,embed,lopo,economically_disadvantaged,Economically disadvantaged,mean_human,2.9787,,,9643
persuade,embed,lopo,economically_disadvantaged,Economically disadvantaged,mean_machine,3.255,,,9643
persuade,embed,lopo,economically_disadvantaged,Economically disadvantaged,mean_gap,0.2762,,,9643
persuade,embed,lopo,economically_disadvantaged,Economically disadvantaged,smd,0.2869,,,9643
persuade,embed,lopo,economically_disadvantaged,Economically disadvantaged,qwk,0.5684,,,9643
persuade,embed,lopo,economically_disadvantaged,Economically disadvantaged,exact,0.2268,,,9643
persuade,embed,lopo,economically_disadvantaged,Economically disadvantaged,pearson_r,0.6106,,,9643
persuade,embed,lopo,economically_disadvantaged,Economically disadvantaged,rmse,0.9085,,,9643
persuade,embed,lopo,economically_disadvantaged,Economically disadvantaged - Not economically disadvantaged,raw_differential,0.2914,0.2673,0.3148,9643
persuade,embed,lopo,economically_disadvantaged,Economically disadvantaged - Not economically disadvantaged,conditional_differential,-0.0461,-0.0643,-0.0251,9643
persuade,embed,lopo,student_disability_status,Not identified as having disability,mean_human,3.4172,,,18135
persuade,embed,lopo,student_disability_status,Not identified as having disability,mean_machine,3.4879,,,18135
persuade,embed,lopo,student_disability_status,Not identified as having disability,mean_gap,0.0707,,,18135
persuade,embed,lopo,student_disability_status,Not identified as having disability,smd,0.0694,,,18135
persuade,embed,lopo,student_disability_status,Not identified as having disability,qwk,0.6324,,,18135
persuade,embed,lopo,student_disability_status,Not identified as having disability,exact,0.2304,,,18135
persuade,embed,lopo,student_disability_status,Not identified as having disability,pearson_r,0.6689,,,18135
persuade,embed,lopo,student_disability_status,Not identified as having disability,rmse,0.8668,,,18135
persuade,embed,lopo,student_disability_status,Identified as having disability,mean_human,2.7876,,,2688
persuade,embed,lopo,student_disability_status,Identified as having disability,mean_machine,3.2391,,,2688
persuade,embed,lopo,student_disability_status,Identified as having disability,mean_gap,0.4516,,,2688
persuade,embed,lopo,student_disability_status,Identified as having disability,smd,0.4505,,,2688
persuade,embed,lopo,student_disability_status,Identified as having disability,qwk,0.5481,,,2688
persuade,embed,lopo,student_disability_status,Identified as having disability,exact,0.1998,,,2688
persuade,embed,lopo,student_disability_status,Identified as having disability,pearson_r,0.6246,,,2688
persuade,embed,lopo,student_disability_status,Identified as having disability,rmse,1.0001,,,2688
persuade,embed,lopo,student_disability_status,Identified as having disability - Not identified as having disability,raw_differential,0.3809,0.3468,0.4191,2688
persuade,embed,lopo,student_disability_status,Identified as having disability - Not identified as having disability,conditional_differential,0.0576,0.0282,0.0864,2688
persuade,embed,lopo,gender,M,mean_human,3.2009,,,12854
persuade,embed,lopo,gender,M,mean_machine,3.3265,,,12854
persuade,embed,lopo,gender,M,mean_gap,0.1256,,,12854
persuade,embed,lopo,gender,M,smd,0.1241,,,12854
persuade,embed,lopo,gender,M,qwk,0.6297,,,12854
persuade,embed,lopo,gender,M,exact,0.2332,,,12854
persuade,embed,lopo,gender,M,pearson_r,0.6701,,,12854
persuade,embed,lopo,gender,M,rmse,0.8674,,,12854
persuade,embed,lopo,gender,F,mean_human,3.4265,,,13141
persuade,embed,lopo,gender,F,mean_machine,3.5273,,,13141
persuade,embed,lopo,gender,F,mean_gap,0.1008,,,13141
persuade,embed,lopo,gender,F,smd,0.1006,,,13141
persuade,embed,lopo,gender,F,qwk,0.5925,,,13141
persuade,embed,lopo,gender,F,exact,0.2267,,,13141
persuade,embed,lopo,gender,F,pearson_r,0.6388,,,13141
persuade,embed,lopo,gender,F,rmse,0.9003,,,13141
persuade,embed,lopo,gender,F - M,raw_differential,-0.0248,-0.046,-0.003,13141
persuade,embed,lopo,gender,F - M,conditional_differential,0.0857,0.0717,0.0997,13141
persuade,embed,lopo,race_ethnicity,White,mean_human,3.4285,,,11571
persuade,embed,lopo,race_ethnicity,White,mean_machine,3.5046,,,11571
persuade,embed,lopo,race_ethnicity,White,mean_gap,0.0761,,,11571
persuade,embed,lopo,race_ethnicity,White,smd,0.0763,,,11571
persuade,embed,lopo,race_ethnicity,White,qwk,0.6182,,,11571
persuade,embed,lopo,race_ethnicity,White,exact,0.2288,,,11571
persuade,embed,lopo,race_ethnicity,White,pearson_r,0.6604,,,11571
persuade,embed,lopo,race_ethnicity,White,rmse,0.8646,,,11571
persuade,embed,lopo,race_ethnicity,Hispanic/Latino,mean_human,3.086,,,6560
persuade,embed,lopo,race_ethnicity,Hispanic/Latino,mean_machine,3.3045,,,6560
persuade,embed,lopo,race_ethnicity,Hispanic/Latino,mean_gap,0.2185,,,6560
persuade,embed,lopo,race_ethnicity,Hispanic/Latino,smd,0.2245,,,6560
persuade,embed,lopo,race_ethnicity,Hispanic/Latino,qwk,0.5774,,,6560
persuade,embed,lopo,race_ethnicity,Hispanic/Latino,exact,0.2323,,,6560
persuade,embed,lopo,race_ethnicity,Hispanic/Latino,pearson_r,0.6224,,,6560
persuade,embed,lopo,race_ethnicity,Hispanic/Latino,rmse,0.899,,,6560
persuade,embed,lopo,race_ethnicity,Black/African American,mean_human,3.1226,,,4958
persuade,embed,lopo,race_ethnicity,Black/African American,mean_machine,3.261,,,4958
persuade,embed,lopo,race_ethnicity,Black/African American,mean_gap,0.1384,,,4958
persuade,embed,lopo,race_ethnicity,Black/African American,smd,0.1392,,,4958
persuade,embed,lopo,race_ethnicity,Black/African American,qwk,0.6097,,,4958
persuade,embed,lopo,race_ethnicity,Black/African American,exact,0.233,,,4958
persuade,embed,lopo,race_ethnicity,Black/African American,pearson_r,0.6465,,,4958
persuade,embed,lopo,race_ethnicity,Black/African American,rmse,0.8784,,,4958
persuade,embed,lopo,race_ethnicity,Asian/Pacific Islander,mean_human,3.9185,,,1743
persuade,embed,lopo,race_ethnicity,Asian/Pacific Islander,mean_machine,3.8257,,,1743
persuade,embed,lopo,race_ethnicity,Asian/Pacific Islander,mean_gap,-0.0928,,,1743
persuade,embed,lopo,race_ethnicity,Asian/Pacific Islander,smd,-0.0883,,,1743
persuade,embed,lopo,race_ethnicity,Asian/Pacific Islander,qwk,0.5679,,,1743
persuade,embed,lopo,race_ethnicity,Asian/Pacific Islander,exact,0.2037,,,1743
persuade,embed,lopo,race_ethnicity,Asian/Pacific Islander,pearson_r,0.647,,,1743
persuade,embed,lopo,race_ethnicity,Asian/Pacific Islander,rmse,0.9767,,,1743
persuade,embed,lopo,race_ethnicity,Hispanic/Latino - White,raw_differential,0.1424,0.1162,0.1691,6560
persuade,embed,lopo,race_ethnicity,Hispanic/Latino - White,conditional_differential,-0.0361,-0.0561,-0.0157,6560
persuade,embed,lopo,race_ethnicity,Black/African American - White,raw_differential,0.0623,0.0333,0.0923,4958
persuade,embed,lopo,race_ethnicity,Black/African American - White,conditional_differential,-0.0977,-0.1191,-0.076,4958
persuade,embed,lopo,race_ethnicity,Asian/Pacific Islander - White,raw_differential,-0.1689,-0.215,-0.1246,1743
persuade,embed,lopo,race_ethnicity,Asian/Pacific Islander - White,conditional_differential,0.1014,0.0722,0.1308,1743
persuade,finetuned,oof,ell_status,No,mean_human,3.3528,,,22451
persuade,finetuned,oof,ell_status,No,mean_machine,3.521,,,22451
persuade,finetuned,oof,ell_status,No,mean_gap,0.1682,,,22451
persuade,finetuned,oof,ell_status,No,smd,0.1563,,,22451
persuade,finetuned,oof,ell_status,No,qwk,0.7621,,,22451
persuade,finetuned,oof,ell_status,No,exact,0.284,,,22451
persuade,finetuned,oof,ell_status,No,pearson_r,0.789,,,22451
persuade,finetuned,oof,ell_status,No,rmse,0.7384,,,22451
persuade,finetuned,oof,ell_status,Yes,mean_human,2.6912,,,2244
persuade,finetuned,oof,ell_status,Yes,mean_machine,2.9928,,,2244
persuade,finetuned,oof,ell_status,Yes,mean_gap,0.3016,,,2244
persuade,finetuned,oof,ell_status,Yes,smd,0.3185,,,2244
persuade,finetuned,oof,ell_status,Yes,qwk,0.6884,,,2244
persuade,finetuned,oof,ell_status,Yes,exact,0.2772,,,2244
persuade,finetuned,oof,ell_status,Yes,pearson_r,0.735,,,2244
persuade,finetuned,oof,ell_status,Yes,rmse,0.7557,,,2244
persuade,finetuned,oof,ell_status,Yes - No,raw_differential,0.1334,0.1025,0.1611,2244
persuade,finetuned,oof,ell_status,Yes - No,conditional_differential,-0.0865,-0.1128,-0.0586,2244
persuade,finetuned,oof,economically_disadvantaged,Not economically disadvantaged,mean_human,3.6478,,,11116
persuade,finetuned,oof,economically_disadvantaged,Not economically disadvantaged,mean_machine,3.7703,,,11116
persuade,finetuned,oof,economically_disadvantaged,Not economically disadvantaged,mean_gap,0.1225,,,11116
persuade,finetuned,oof,economically_disadvantaged,Not economically disadvantaged,smd,0.1134,,,11116
persuade,finetuned,oof,economically_disadvantaged,Not economically disadvantaged,qwk,0.769,,,11116
persuade,finetuned,oof,economically_disadvantaged,Not economically disadvantaged,exact,0.2782,,,11116
persuade,finetuned,oof,economically_disadvantaged,Not economically disadvantaged,pearson_r,0.7933,,,11116
persuade,finetuned,oof,economically_disadvantaged,Not economically disadvantaged,rmse,0.7262,,,11116
persuade,finetuned,oof,economically_disadvantaged,Economically disadvantaged,mean_human,2.9787,,,9643
persuade,finetuned,oof,economically_disadvantaged,Economically disadvantaged,mean_machine,3.184,,,9643
persuade,finetuned,oof,economically_disadvantaged,Economically disadvantaged,mean_gap,0.2052,,,9643
persuade,finetuned,oof,economically_disadvantaged,Economically disadvantaged,smd,0.2062,,,9643
persuade,finetuned,oof,economically_disadvantaged,Economically disadvantaged,qwk,0.7442,,,9643
persuade,finetuned,oof,economically_disadvantaged,Economically disadvantaged,exact,0.304,,,9643
persuade,finetuned,oof,economically_disadvantaged,Economically disadvantaged,pearson_r,0.7744,,,9643
persuade,finetuned,oof,economically_disadvantaged,Economically disadvantaged,rmse,0.7099,,,9643
persuade,finetuned,oof,economically_disadvantaged,Economically disadvantaged - Not economically disadvantaged,raw_differential,0.0828,0.0639,0.1016,9643
persuade,finetuned,oof,economically_disadvantaged,Economically disadvantaged - Not economically disadvantaged,conditional_differential,-0.1328,-0.1505,-0.1166,9643
persuade,finetuned,oof,student_disability_status,Not identified as having disability,mean_human,3.4172,,,18135
persuade,finetuned,oof,student_disability_status,Not identified as having disability,mean_machine,3.5662,,,18135
persuade,finetuned,oof,student_disability_status,Not identified as having disability,mean_gap,0.149,,,18135
persuade,finetuned,oof,student_disability_status,Not identified as having disability,smd,0.1393,,,18135
persuade,finetuned,oof,student_disability_status,Not identified as having disability,qwk,0.7713,,,18135
persuade,finetuned,oof,student_disability_status,Not identified as having disability,exact,0.2884,,,18135
persuade,finetuned,oof,student_disability_status,Not identified as having disability,pearson_r,0.7961,,,18135
persuade,finetuned,oof,student_disability_status,Not identified as having disability,rmse,0.7173,,,18135
persuade,finetuned,oof,student_disability_status,Identified as having disability,mean_human,2.7876,,,2688
persuade,finetuned,oof,student_disability_status,Identified as having disability,mean_machine,3.0274,,,2688
persuade,finetuned,oof,student_disability_status,Identified as having disability,mean_gap,0.2398,,,2688
persuade,finetuned,oof,student_disability_status,Identified as having disability,smd,0.2246,,,2688
persuade,finetuned,oof,student_disability_status,Identified as having disability,qwk,0.7651,,,2688
persuade,finetuned,oof,student_disability_status,Identified as having disability,exact,0.3021,,,2688
persuade,finetuned,oof,student_disability_status,Identified as having disability,pearson_r,0.7974,,,2688
persuade,finetuned,oof,student_disability_status,Identified as having disability,rmse,0.7279,,,2688
persuade,finetuned,oof,student_disability_status,Identified as having disability - Not identified as having disability,raw_differential,0.0909,0.0612,0.1195,2688
persuade,finetuned,oof,student_disability_status,Identified as having disability - Not identified as having disability,conditional_differential,-0.1039,-0.1286,-0.0796,2688
persuade,finetuned,oof,gender,M,mean_human,3.2009,,,12854
persuade,finetuned,oof,gender,M,mean_machine,3.4152,,,12854
persuade,finetuned,oof,gender,M,mean_gap,0.2142,,,12854
persuade,finetuned,oof,gender,M,smd,0.1994,,,12854
persuade,finetuned,oof,gender,M,qwk,0.762,,,12854
persuade,finetuned,oof,gender,M,exact,0.2886,,,12854
persuade,finetuned,oof,gender,M,pearson_r,0.7927,,,12854
persuade,finetuned,oof,gender,M,rmse,0.7381,,,12854
persuade,finetuned,oof,gender,F,mean_human,3.4265,,,13141
persuade,finetuned,oof,gender,F,mean_machine,3.5802,,,13141
persuade,finetuned,oof,gender,F,mean_gap,0.1536,,,13141
persuade,finetuned,oof,gender,F,smd,0.1447,,,13141
persuade,finetuned,oof,gender,F,qwk,0.7493,,,13141
persuade,finetuned,oof,gender,F,exact,0.2767,,,13141
persuade,finetuned,oof,gender,F,pearson_r,0.7765,,,13141
persuade,finetuned,oof,gender,F,rmse,0.7479,,,13141
persuade,finetuned,oof,gender,F - M,raw_differential,-0.0606,-0.077,-0.0439,13141
persuade,finetuned,oof,gender,F - M,conditional_differential,0.0095,-0.0055,0.0249,13141
persuade,finetuned,oof,race_ethnicity,White,mean_human,3.4285,,,11571
persuade,finetuned,oof,race_ethnicity,White,mean_machine,3.5826,,,11571
persuade,finetuned,oof,race_ethnicity,White,mean_gap,0.1541,,,11571
persuade,finetuned,oof,race_ethnicity,White,smd,0.1466,,,11571
persuade,finetuned,oof,race_ethnicity,White,qwk,0.7463,,,11571
persuade,finetuned,oof,race_ethnicity,White,exact,0.278,,,11571
persuade,finetuned,oof,race_ethnicity,White,pearson_r,0.7721,,,11571
persuade,finetuned,oof,race_ethnicity,White,rmse,0.7456,,,11571
persuade,finetuned,oof,race_ethnicity,Hispanic/Latino,mean_human,3.086,,,6560
persuade,finetuned,oof,race_ethnicity,Hispanic/Latino,mean_machine,3.2977,,,6560
persuade,finetuned,oof,race_ethnicity,Hispanic/Latino,mean_gap,0.2117,,,6560
persuade,finetuned,oof,race_ethnicity,Hispanic/Latino,smd,0.2071,,,6560
persuade,finetuned,oof,race_ethnicity,Hispanic/Latino,qwk,0.7378,,,6560
persuade,finetuned,oof,race_ethnicity,Hispanic/Latino,exact,0.291,,,6560
persuade,finetuned,oof,race_ethnicity,Hispanic/Latino,pearson_r,0.7689,,,6560
persuade,finetuned,oof,race_ethnicity,Hispanic/Latino,rmse,0.7398,,,6560
persuade,finetuned,oof,race_ethnicity,Black/African American,mean_human,3.1226,,,4958
persuade,finetuned,oof,race_ethnicity,Black/African American,mean_machine,3.3632,,,4958
persuade,finetuned,oof,race_ethnicity,Black/African American,mean_gap,0.2406,,,4958
persuade,finetuned,oof,race_ethnicity,Black/African American,smd,0.2284,,,4958
persuade,finetuned,oof,race_ethnicity,Black/African American,qwk,0.7501,,,4958
persuade,finetuned,oof,race_ethnicity,Black/African American,exact,0.29,,,4958
persuade,finetuned,oof,race_ethnicity,Black/African American,pearson_r,0.786,,,4958
persuade,finetuned,oof,race_ethnicity,Black/African American,rmse,0.7428,,,4958
persuade,finetuned,oof,race_ethnicity,Asian/Pacific Islander,mean_human,3.9185,,,1743
persuade,finetuned,oof,race_ethnicity,Asian/Pacific Islander,mean_machine,4.0173,,,1743
persuade,finetuned,oof,race_ethnicity,Asian/Pacific Islander,mean_gap,0.0988,,,1743
persuade,finetuned,oof,race_ethnicity,Asian/Pacific Islander,smd,0.0861,,,1743
persuade,finetuned,oof,race_ethnicity,Asian/Pacific Islander,qwk,0.7928,,,1743
persuade,finetuned,oof,race_ethnicity,Asian/Pacific Islander,exact,0.2651,,,1743
persuade,finetuned,oof,race_ethnicity,Asian/Pacific Islander,pearson_r,0.825,,,1743
persuade,finetuned,oof,race_ethnicity,Asian/Pacific Islander,rmse,0.7276,,,1743
persuade,finetuned,oof,race_ethnicity,Hispanic/Latino - White,raw_differential,0.0576,0.0341,0.0792,6560
persuade,finetuned,oof,race_ethnicity,Hispanic/Latino - White,conditional_differential,-0.0607,-0.0799,-0.0423,6560
persuade,finetuned,oof,race_ethnicity,Black/African American - White,raw_differential,0.0864,0.0634,0.1085,4958
persuade,finetuned,oof,race_ethnicity,Black/African American - White,conditional_differential,-0.0179,-0.038,0.0031,4958
persuade,finetuned,oof,race_ethnicity,Asian/Pacific Islander - White,raw_differential,-0.0554,-0.0908,-0.0198,1743
persuade,finetuned,oof,race_ethnicity,Asian/Pacific Islander - White,conditional_differential,0.1373,0.1104,0.1665,1743
ellipse,handfeat,oof,SES,Not economically disadvantaged,mean_human,3.133,,,1974
ellipse,handfeat,oof,SES,Not economically disadvantaged,mean_machine,3.1196,,,1974
ellipse,handfeat,oof,SES,Not economically disadvantaged,mean_gap,-0.0134,,,1974
ellipse,handfeat,oof,SES,Not economically disadvantaged,smd,-0.0253,,,1974
ellipse,handfeat,oof,SES,Not economically disadvantaged,qwk,0.4003,,,1974
ellipse,handfeat,oof,SES,Not economically disadvantaged,exact,0.3445,,,1974
ellipse,handfeat,oof,SES,Not economically disadvantaged,pearson_r,0.5251,,,1974
ellipse,handfeat,oof,SES,Not economically disadvantaged,rmse,0.5776,,,1974
ellipse,handfeat,oof,SES,Economically disadvantaged,mean_human,3.0919,,,4507
ellipse,handfeat,oof,SES,Economically disadvantaged,mean_machine,3.0982,,,4507
ellipse,handfeat,oof,SES,Economically disadvantaged,mean_gap,0.0063,,,4507
ellipse,handfeat,oof,SES,Economically disadvantaged,smd,0.013,,,4507
ellipse,handfeat,oof,SES,Economically disadvantaged,qwk,0.3602,,,4507
ellipse,handfeat,oof,SES,Economically disadvantaged,exact,0.3665,,,4507
ellipse,handfeat,oof,SES,Economically disadvantaged,pearson_r,0.4699,,,4507
ellipse,handfeat,oof,SES,Economically disadvantaged,rmse,0.5462,,,4507
ellipse,handfeat,oof,SES,Economically disadvantaged - Not economically disadvantaged,raw_differential,0.0197,-0.0107,0.0506,4507
ellipse,handfeat,oof,SES,Economically disadvantaged - Not economically disadvantaged,conditional_differential,-0.0118,-0.0255,0.0032,4507
ellipse,handfeat,oof,gender,Male,mean_human,3.0743,,,3636
ellipse,handfeat,oof,gender,Male,mean_machine,3.0733,,,3636
ellipse,handfeat,oof,gender,Male,mean_gap,-0.0009,,,3636
ellipse,handfeat,oof,gender,Male,smd,-0.0019,,,3636
ellipse,handfeat,oof,gender,Male,qwk,0.3919,,,3636
ellipse,handfeat,oof,gender,Male,exact,0.3765,,,3636
ellipse,handfeat,oof,gender,Male,pearson_r,0.4988,,,3636
ellipse,handfeat,oof,gender,Male,rmse,0.5393,,,3636
ellipse,handfeat,oof,gender,Female,mean_human,3.1428,,,2846
ellipse,handfeat,oof,gender,Female,mean_machine,3.1448,,,2846
ellipse,handfeat,oof,gender,Female,mean_gap,0.002,,,2846
ellipse,handfeat,oof,gender,Female,smd,0.0038,,,2846
ellipse,handfeat,oof,gender,Female,qwk,0.347,,,2846
ellipse,handfeat,oof,gender,Female,exact,0.3387,,,2846
ellipse,handfeat,oof,gender,Female,pearson_r,0.4719,,,2846
ellipse,handfeat,oof,gender,Female,rmse,0.5764,,,2846
ellipse,handfeat,oof,gender,Female - Male,raw_differential,0.0029,-0.0231,0.0307,2846
