unitid,year,state,retention_rate,system,adoption_year,treated,post,event_time
100654,2009,AL,0.69,,,0,0,
100654,2010,AL,0.75,,,0,0,
100654,2011,AL,0.64,,,0,0,
100654,2012,AL,0.68,,,0,0,
100654,2013,AL,0.63,,,0,0,
100654,2014,AL,0.66,,,0,0,
100654,2015,AL,0.58,,,0,0,
100654,2016,AL,0.58,,,0,0,
100654,2017,AL,0.59,,,0,0,
100654,2018,AL,0.61,,,0,0,
100654,2019,AL,0.57,,,0,0,
100654,2020,AL,0.54,,,0,0,
100663,2009,AL,0.82,,,0,0,
100663,2010,AL,0.8,,,0,0,
100663,2011,AL,0.79,,,0,0,
100663,2012,AL,0.8,,,0,0,
100663,2013,AL,0.8,,,0,0,
100663,2014,AL,0.83,,,0,0,
100663,2015,AL,0.79,,,0,0,
100663,2016,AL,0.82,,,0,0,
100663,2017,AL,0.84,,,0,0,
100663,2018,AL,0.82,,,0,0,
100663,2019,AL,0.83,,,0,0,
100663,2020,AL,0.86,,,0,0,
100706,2009,AL,0.76,,,0,0,
100706,2010,AL,0.75,,,0,0,
100706,2011,AL,0.79,,,0,0,
100706,2012,AL,0.79,,,0,0,
100706,2013,AL,0.81,,,0,0,
100706,2014,AL,0.77,,,0,0,
100706,2015,AL,0.8,,,0,0,
100706,2016,AL,0.83,,,0,0,
100706,2017,AL,0.82,,,0,0,
100706,2018,AL,0.83,,,0,0,
100706,2019,AL,0.83,,,0,0,
100706,2020,AL,0.82,,,0,0,
100724,2009,AL,0.53,,,0,0,
100724,2010,AL,0.64,,,0,0,
100724,2011,AL,0.54,,,0,0,
100724,2012,AL,0.62,,,0,0,
100724,2013,AL,0.62,,,0,0,
100724,2014,AL,0.57,,,0,0,
100724,2015,AL,0.6,,,0,0,
100724,2016,AL,0.63,,,0,0,
100724,2017,AL,0.59,,,0,0,
100724,2018,AL,0.59,,,0,0,
100724,2019,AL,0.61,,,0,0,
100724,2020,AL,0.62,,,0,0,
100751,2009,AL,0.83,,,0,0,
100751,2010,AL,0.85,,,0,0,
100751,2011,AL,0.86,,,0,0,
100751,2012,AL,0.85,,,0,0,
100751,2013,AL,0.87,,,0,0,
100751,2014,AL,0.87,,,0,0,
100751,2015,AL,0.86,,,0,0,
100751,2016,AL,0.86,,,0,0,
100751,2017,AL,0.87,,,0,0,
100751,2018,AL,0.88,,,0,0,
100751,2019,AL,0.87,,,0,0,
100751,2020,AL,0.87,,,0,0,
100830,2009,AL,0.58,,,0,0,
100830,2010,AL,0.54,,,0,0,
100830,2011,AL,0.5,,,0,0,
100830,2012,AL,0.59,,,0,0,
100830,2013,AL,0.63,,,0,0,
100830,2014,AL,0.65,,,0,0,
100830,2015,AL,0.65,,,0,0,
100830,2016,AL,0.67,,,0,0,
100830,2017,AL,0.68,,,0,0,
100830,2018,AL,0.67,,,0,0,
100830,2019,AL,0.66,,,0,0,
100830,2020,AL,0.7,,,0,0,
100858,2009,AL,0.86,,,0,0,
100858,2010,AL,0.87,,,0,0,
100858,2011,AL,0.89,,,0,0,
100858,2012,AL,0.9,,,0,0,
100858,2013,AL,0.89,,,0,0,
100858,2014,AL,0.91,,,0,0,
100858,2015,AL,0.9,,,0,0,
100858,2016,AL,0.91,,,0,0,
100858,2017,AL,0.92,,,0,0,
100858,2018,AL,0.9,,,0,0,
100858,2019,AL,0.91,,,0,0,
100858,2020,AL,0.92,,,0,0,
101480,2009,AL,0.68,,,0,0,
101480,2010,AL,0.68,,,0,0,
101480,2011,AL,0.68,,,0,0,
101480,2012,AL,0.67,,,0,0,
101480,2013,AL,0.71,,,0,0,
101480,2014,AL,0.72,,,0,0,
101480,2015,AL,0.74,,,0,0,
101480,2016,AL,0.78,,,0,0,
101480,2017,AL,0.74,,,0,0,
101480,2018,AL,0.75,,,0,0,
101480,2019,AL,0.76,,,0,0,
101480,2020,AL,0.73,,,0,0,
101587,2009,AL,0.65,,,0,0,
101587,2010,AL,0.63,,,0,0,
101587,2011,AL,0.57,,,0,0,
101587,2012,AL,0.57,,,0,0,
101587,2013,AL,0.58,,,0,0,
101587,2014,AL,0.65,,,0,0,
101587,2015,AL,0.66,,,0,0,
101587,2016,AL,0.66,,,0,0,
101587,2017,AL,0.66,,,0,0,
101587,2018,AL,0.62,,,0,0,
101587,2019,AL,0.67,,,0,0,
101587,2020,AL,0.63,,,0,0,
101709,2009,AL,0.79,,,0,0,
101709,2010,AL,0.72,,,0,0,
101709,2011,AL,0.77,,,0,0,
101709,2012,AL,0.78,,,0,0,
101709,2013,AL,0.74,,,0,0,
101709,2014,AL,0.79,,,0,0,
101709,2015,AL,0.77,,,0,0,
101709,2016,AL,0.73,,,0,0,
101709,2017,AL,0.78,,,0,0,
101709,2018,AL,0.76,,,0,0,
101709,2019,AL,0.74,,,0,0,
101709,2020,AL,0.78,,,0,0,
101879,2009,AL,0.71,,,0,0,
101879,2010,AL,0.65,,,0,0,
101879,2011,AL,0.71,,,0,0,
101879,2012,AL,0.69,,,0,0,
101879,2013,AL,0.71,,,0,0,
101879,2014,AL,0.72,,,0,0,
101879,2015,AL,0.76,,,0,0,
101879,2016,AL,0.75,,,0,0,
101879,2017,AL,0.76,,,0,0,
101879,2018,AL,0.75,,,0,0,
101879,2019,AL,0.75,,,0,0,
101879,2020,AL,0.77,,,0,0,
102094,2009,AL,0.67,,,0,0,
102094,2010,AL,0.66,,,0,0,
102094,2011,AL,0.65,,,0,0,
102094,2012,AL,0.66,,,0,0,
102094,2013,AL,0.68,,,0,0,
102094,2014,AL,0.71,,,0,0,
102094,2015,AL,0.73,,,0,0,
102094,2016,AL,0.73,,,0,0,
102094,2017,AL,0.78,,,0,0,
102094,2018,AL,0.74,,,0,0,
102094,2019,AL,0.74,,,0,0,
102094,2020,AL,0.76,,,0,0,
102368,2009,AL,0.72,,,0,0,
102368,2010,AL,0.73,,,0,0,
102368,2011,AL,0.74,,,0,0,
102368,2012,AL,0.72,,,0,0,
102368,2013,AL,0.74,,,0,0,
102368,2014,AL,0.75,,,0,0,
102368,2015,AL,0.79,,,0,0,
102368,2016,AL,0.74,,,0,0,
102368,2017,AL,0.7,,,0,0,
102368,2018,AL,0.73,,,0,0,
102368,2019,AL,0.75,,,0,0,
102368,2020,AL,0.77,,,0,0,
102553,2009,AK,0.73,,,0,0,
102553,2010,AK,0.71,,,0,0,
102553,2011,AK,0.7,,,0,0,
102553,2012,AK,0.71,,,0,0,
102553,2013,AK,0.71,,,0,0,
102553,2014,AK,0.72,,,0,0,
102553,2015,AK,0.71,,,0,0,
102553,2016,AK,0.7,,,0,0,
102553,2017,AK,0.69,,,0,0,
102553,2018,AK,0.67,,,0,0,
102553,2019,AK,0.66,,,0,0,
102553,2020,AK,0.68,,,0,0,
102614,2009,AK,0.8,,,0,0,
102614,2010,AK,0.76,,,0,0,
102614,2011,AK,0.76,,,0,0,
102614,2012,AK,0.74,,,0,0,
102614,2013,AK,0.77,,,0,0,
102614,2014,AK,0.78,,,0,0,
102614,2015,AK,0.75,,,0,0,
102614,2016,AK,0.75,,,0,0,
102614,2017,AK,0.77,,,0,0,
102614,2018,AK,0.73,,,0,0,
102614,2019,AK,0.73,,,0,0,
102614,2020,AK,0.78,,,0,0,
102632,2009,AK,0.61,,,0,0,
102632,2010,AK,0.63,,,0,0,
102632,2011,AK,0.57,,,0,0,
102632,2012,AK,0.56,,,0,0,
102632,2013,AK,0.72,,,0,0,
102632,2014,AK,0.72,,,0,0,
102632,2015,AK,0.64,,,0,0,
102632,2016,AK,0.56,,,0,0,
102632,2017,AK,0.7,,,0,0,
102632,2018,AK,0.74,,,0,0,
102632,2019,AK,0.59,,,0,0,
102632,2020,AK,0.63,,,0,0,
104151,2009,AZ,0.81,,,0,0,
104151,2010,AZ,0.84,,,0,0,
104151,2011,AZ,0.84,,,0,0,
104151,2012,AZ,0.8,,,0,0,
104151,2013,AZ,0.84,,,0,0,
104151,2014,AZ,0.86,,,0,0,
104151,2015,AZ,0.86,,,0,0,
104151,2016,AZ,0.86,,,0,0,
104151,2017,AZ,0.87,,,0,0,
104151,2018,AZ,0.88,,,0,0,
104151,2019,AZ,0.88,,,0,0,
104151,2020,AZ,0.86,,,0,0,
104179,2009,AZ,0.78,,,0,0,
104179,2010,AZ,0.77,,,0,0,
104179,2011,AZ,0.77,,,0,0,
104179,2012,AZ,0.8,,,0,0,
104179,2013,AZ,0.81,,,0,0,
104179,2014,AZ,0.82,,,0,0,
104179,2015,AZ,0.8,,,0,0,
104179,2016,AZ,0.8,,,0,0,
104179,2017,AZ,0.83,,,0,0,
104179,2018,AZ,0.81,,,0,0,
104179,2019,AZ,0.83,,,0,0,
104179,2020,AZ,0.85,,,0,0,
105297,2011,AZ,1.0,,,0,0,
105297,2012,AZ,0.83,,,0,0,
105297,2013,AZ,0.8,,,0,0,
105297,2014,AZ,0.8,,,0,0,
105297,2015,AZ,0.8,,,0,0,
105297,2019,AZ,0.5,,,0,0,
105297,2020,AZ,0.5,,,0,0,
105330,2009,AZ,0.72,,,0,0,
105330,2010,AZ,0.71,,,0,0,
105330,2011,AZ,0.73,,,0,0,
105330,2012,AZ,0.76,,,0,0,
105330,2013,AZ,0.72,,,0,0,
105330,2014,AZ,0.74,,,0,0,
105330,2015,AZ,0.74,,,0,0,
105330,2016,AZ,0.76,,,0,0,
105330,2017,AZ,0.76,,,0,0,
105330,2018,AZ,0.73,,,0,0,
105330,2019,AZ,0.78,,,0,0,
105330,2020,AZ,0.76,,,0,0,
106245,2009,AR,0.65,,,0,0,
106245,2010,AR,0.64,,,0,0,
106245,2011,AR,0.62,,,0,0,
106245,2012,AR,0.67,,,0,0,
106245,2013,AR,0.7,,,0,0,
106245,2014,AR,0.71,,,0,0,
106245,2015,AR,0.72,,,0,0,
106245,2016,AR,0.68,,,0,0,
106245,2017,AR,0.69,,,0,0,
106245,2018,AR,0.68,,,0,0,
106245,2019,AR,0.66,,,0,0,
106245,2020,AR,0.73,,,0,0,
106397,2009,AR,0.83,,,0,0,
106397,2010,AR,0.83,,,0,0,
106397,2011,AR,0.83,,,0,0,
106397,2012,AR,0.81,,,0,0,
106397,2013,AR,0.82,,,0,0,
106397,2014,AR,0.83,,,0,0,
106397,2015,AR,0.82,,,0,0,
106397,2016,AR,0.82,,,0,0,
106397,2017,AR,0.82,,,0,0,
106397,2018,AR,0.84,,,0,0,
106397,2019,AR,0.84,,,0,0,
106397,2020,AR,0.85,,,0,0,
106412,2009,AR,0.64,,,0,0,
106412,2010,AR,0.57,,,0,0,
106412,2011,AR,0.56,,,0,0,
106412,2012,AR,0.55,,,0,0,
106412,2013,AR,0.56,,,0,0,
106412,2014,AR,0.62,,,0,0,
106412,2015,AR,0.7,,,0,0,
106412,2016,AR,0.7,,,0,0,
106412,2017,AR,0.71,,,0,0,
106412,2018,AR,0.7,,,0,0,
106412,2019,AR,0.72,,,0,0,
106412,2020,AR,0.74,,,0,0,
106458,2009,AR,0.68,,,0,0,
106458,2010,AR,0.71,,,0,0,
106458,2011,AR,0.71,,,0,0,
106458,2012,AR,0.7,,,0,0,
106458,2013,AR,0.73,,,0,0,
106458,2014,AR,0.75,,,0,0,
106458,2015,AR,0.76,,,0,0,
106458,2016,AR,0.75,,,0,0,
106458,2017,AR,0.73,,,0,0,
106458,2018,AR,0.76,,,0,0,
106458,2019,AR,0.75,,,0,0,
106458,2020,AR,0.79,,,0,0,
106467,2009,AR,0.71,,,0,0,
106467,2010,AR,0.74,,,0,0,
106467,2011,AR,0.68,,,0,0,
106467,2012,AR,0.67,,,0,0,
106467,2013,AR,0.69,,,0,0,
106467,2014,AR,0.67,,,0,0,
106467,2015,AR,0.71,,,0,0,
106467,2016,AR,0.69,,,0,0,
106467,2017,AR,0.72,,,0,0,
106467,2018,AR,0.7,,,0,0,
106467,2019,AR,0.7,,,0,0,
106467,2020,AR,0.67,,,0,0,
106485,2009,AR,0.5,,,0,0,
106485,2010,AR,0.43,,,0,0,
106485,2011,AR,0.42,,,0,0,
106485,2012,AR,0.41,,,0,0,
106485,2013,AR,0.42,,,0,0,
106485,2014,AR,0.47,,,0,0,
106485,2015,AR,0.45,,,0,0,
106485,2016,AR,0.52,,,0,0,
106485,2017,AR,0.52,,,0,0,
106485,2018,AR,0.61,,,0,0,
106485,2019,AR,0.66,,,0,0,
106485,2020,AR,0.75,,,0,0,
106704,2009,AR,0.71,,,0,0,
106704,2010,AR,0.73,,,0,0,
106704,2011,AR,0.69,,,0,0,
106704,2012,AR,0.7,,,0,0,
106704,2013,AR,0.7,,,0,0,
106704,2014,AR,0.7,,,0,0,
106704,2015,AR,0.72,,,0,0,
106704,2016,AR,0.73,,,0,0,
106704,2017,AR,0.72,,,0,0,
106704,2018,AR,0.74,,,0,0,
106704,2019,AR,0.75,,,0,0,
106704,2020,AR,0.79,,,0,0,
107071,2009,AR,0.61,,,0,0,
107071,2010,AR,0.62,,,0,0,
107071,2011,AR,0.58,,,0,0,
107071,2012,AR,0.59,,,0,0,
107071,2013,AR,0.57,,,0,0,
107071,2014,AR,0.6,,,0,0,
107071,2015,AR,0.58,,,0,0,
107071,2016,AR,0.6,,,0,0,
107071,2017,AR,0.65,,,0,0,
107071,2018,AR,0.64,,,0,0,
107071,2019,AR,0.62,,,0,0,
107071,2020,AR,0.61,,,0,0,
107983,2009,AR,0.63,,,0,0,
107983,2010,AR,0.62,,,0,0,
107983,2011,AR,0.6,,,0,0,
107983,2012,AR,0.6,,,0,0,
107983,2013,AR,0.64,,,0,0,
107983,2014,AR,0.63,,,0,0,
107983,2015,AR,0.62,,,0,0,
107983,2016,AR,0.66,,,0,0,
107983,2017,AR,0.66,,,0,0,
107983,2018,AR,0.65,,,0,0,
107983,2019,AR,0.67,,,0,0,
107983,2020,AR,0.72,,,0,0,
108092,2009,AR,0.66,,,0,0,
108092,2010,AR,0.63,,,0,0,
108092,2011,AR,0.62,,,0,0,
108092,2012,AR,0.63,,,0,0,
108092,2013,AR,0.62,,,0,0,
108092,2014,AR,0.66,,,0,0,
108092,2015,AR,0.65,,,0,0,
108092,2016,AR,0.65,,,0,0,
108092,2017,AR,0.67,,,0,0,
108092,2018,AR,0.64,,,0,0,
108092,2019,AR,0.65,,,0,0,
108092,2020,AR,0.74,,,0,0,
109350,2009,CA,0.44,,,0,0,
109350,2010,CA,0.7,,,0,0,
109350,2011,CA,0.73,,,0,0,
109350,2012,CA,0.72,,,0,0,
109350,2013,CA,0.74,,,0,0,
109350,2014,CA,0.75,,,0,0,
109350,2015,CA,0.72,,,0,0,
109819,2009,CA,0.68,,,0,0,
109819,2010,CA,0.73,,,0,0,
109819,2011,CA,0.71,,,0,0,
109819,2012,CA,0.73,,,0,0,
109819,2013,CA,0.71,,,0,0,
109819,2014,CA,0.7,,,0,0,
109819,2015,CA,0.7,,,0,0,
110422,2009,CA,0.91,California State University,2018,1,0,-9
110422,2010,CA,0.91,California State University,2018,1,0,-8
110422,2011,CA,0.93,California State University,2018,1,0,-7
110422,2012,CA,0.93,California State University,2018,1,0,-6
110422,2013,CA,0.92,California State University,2018,1,0,-5
110422,2014,CA,0.93,California State University,2018,1,0,-4
110422,2015,CA,0.93,California State University,2018,1,0,-3
110422,2016,CA,0.95,California State University,2018,1,0,-2
110422,2017,CA,0.95,California State University,2018,1,0,-1
110422,2018,CA,0.94,California State University,2018,1,1,0
110422,2019,CA,0.94,California State University,2018,1,1,1
110422,2020,CA,0.94,California State University,2018,1,1,2
110486,2009,CA,0.74,California State University,2018,1,0,-9
110486,2010,CA,0.68,California State University,2018,1,0,-8
110486,2011,CA,0.71,California State University,2018,1,0,-7
110486,2012,CA,0.72,California State University,2018,1,0,-6
110486,2013,CA,0.74,California State University,2018,1,0,-5
110486,2014,CA,0.73,California State University,2018,1,0,-4
110486,2015,CA,0.76,California State University,2018,1,0,-3
110486,2016,CA,0.76,California State University,2018,1,0,-2
110486,2017,CA,0.76,California State University,2018,1,0,-1
110486,2018,CA,0.78,California State University,2018,1,1,0
110486,2019,CA,0.77,California State University,2018,1,1,1
110486,2020,CA,0.83,California State University,2018,1,1,2
110495,2009,CA,0.83,California State University,2018,1,0,-9
110495,2010,CA,0.86,California State University,2018,1,0,-8
110495,2011,CA,0.83,California State University,2018,1,0,-7
110495,2012,CA,0.82,California State University,2018,1,0,-6
110495,2013,CA,0.87,California State University,2018,1,0,-5
110495,2014,CA,0.85,California State University,2018,1,0,-4
110495,2015,CA,0.81,California State University,2018,1,0,-3
110495,2016,CA,0.85,California State University,2018,1,0,-2
110495,2017,CA,0.8,California State University,2018,1,0,-1
110495,2018,CA,0.82,California State University,2018,1,1,0
110495,2019,CA,0.83,California State University,2018,1,1,1
110495,2020,CA,0.87,California State University,2018,1,1,2
110510,2009,CA,0.83,,,0,0,
110510,2010,CA,0.86,,,0,0,
110510,2011,CA,0.89,,,0,0,
110510,2012,CA,0.88,,,0,0,
110510,2013,CA,0.89,,,0,0,
110510,2014,CA,0.88,,,0,0,
110510,2015,CA,0.87,,,0,0,
110510,2016,CA,0.85,,,0,0,
110510,2017,CA,0.85,,,0,0,
110510,2018,CA,0.86,,,0,0,
110510,2019,CA,0.86,,,0,0,
110510,2020,CA,0.85,,,0,0,
110529,2009,CA,0.85,California State University,2018,1,0,-9
110529,2010,CA,0.88,California State University,2018,1,0,-8
110529,2011,CA,0.9,California State University,2018,1,0,-7
110529,2012,CA,0.89,California State University,2018,1,0,-6
110529,2013,CA,0.9,California State University,2018,1,0,-5
110529,2014,CA,0.89,California State University,2018,1,0,-4
110529,2015,CA,0.89,California State University,2018,1,0,-3
110529,2016,CA,0.89,California State University,2018,1,0,-2
110529,2017,CA,0.86,California State University,2018,1,0,-1
110529,2018,CA,0.87,California State University,2018,1,1,0
110529,2019,CA,0.9,California State University,2018,1,1,1
110529,2020,CA,0.87,California State University,2018,1,1,2
110538,2009,CA,0.82,California State University,2018,1,0,-9
110538,2010,CA,0.85,California State University,2018,1,0,-8
110538,2011,CA,0.88,California State University,2018,1,0,-7
110538,2012,CA,0.87,California State University,2018,1,0,-6
110538,2013,CA,0.87,California State University,2018,1,0,-5
110538,2014,CA,0.87,California State University,2018,1,0,-4
110538,2015,CA,0.84,California State University,2018,1,0,-3
110538,2016,CA,0.86,California State University,2018,1,0,-2
110538,2017,CA,0.84,California State University,2018,1,0,-1
110538,2018,CA,0.85,California State University,2018,1,1,0
110538,2019,CA,0.84,California State University,2018,1,1,1
110538,2020,CA,0.83,California State University,2018,1,1,2
110547,2009,CA,0.68,California State University,2018,1,0,-9
110547,2010,CA,0.69,California State University,2018,1,0,-8
110547,2011,CA,0.8,California State University,2018,1,0,-7
110547,2012,CA,0.77,California State University,2018,1,0,-6
110547,2013,CA,0.79,California State University,2018,1,0,-5
110547,2014,CA,0.8,California State University,2018,1,0,-4
110547,2015,CA,0.82,California State University,2018,1,0,-3
110547,2016,CA,0.82,California State University,2018,1,0,-2
110547,2017,CA,0.77,California State University,2018,1,0,-1
110547,2018,CA,0.78,California State University,2018,1,1,0
110547,2019,CA,0.77,California State University,2018,1,1,1
110547,2020,CA,0.78,California State University,2018,1,1,2
110556,2009,CA,0.8,California State University,2018,1,0,-9
110556,2010,CA,0.87,California State University,2018,1,0,-8
110556,2011,CA,0.86,California State University,2018,1,0,-7
110556,2012,CA,0.83,California State University,2018,1,0,-6
110556,2013,CA,0.83,California State University,2018,1,0,-5
110556,2014,CA,0.83,California State University,2018,1,0,-4
110556,2015,CA,0.83,California State University,2018,1,0,-3
110556,2016,CA,0.79,California State University,2018,1,0,-2
110556,2017,CA,0.81,California State University,2018,1,0,-1
110556,2018,CA,0.81,California State University,2018,1,1,0
110556,2019,CA,0.83,California State University,2018,1,1,1
110556,2020,CA,0.87,California State University,2018,1,1,2
110565,2009,CA,0.8,,,0,0,
110565,2010,CA,0.84,,,0,0,
110565,2011,CA,0.85,,,0,0,
110565,2012,CA,0.88,,,0,0,
110565,2013,CA,0.89,,,0,0,
110565,2014,CA,0.89,,,0,0,
110565,2015,CA,0.88,,,0,0,
110565,2016,CA,0.89,,,0,0,
110565,2017,CA,0.87,,,0,0,
110565,2018,CA,0.88,,,0,0,
110565,2019,CA,0.89,,,0,0,
110565,2020,CA,0.89,,,0,0,
110574,2009,CA,0.71,California State University,2018,1,0,-9
110574,2010,CA,0.74,California State University,2018,1,0,-8
110574,2011,CA,0.76,California State University,2018,1,0,-7
110574,2012,CA,0.75,California State University,2018,1,0,-6
110574,2013,CA,0.78,California State University,2018,1,0,-5
110574,2014,CA,0.81,California State University,2018,1,0,-4
110574,2015,CA,0.8,California State University,2018,1,0,-3
110574,2016,CA,0.77,California State University,2018,1,0,-2
110574,2017,CA,0.75,California State University,2018,1,0,-1
110574,2018,CA,0.76,California State University,2018,1,1,0
110574,2019,CA,0.76,California State University,2018,1,1,1
110574,2020,CA,0.78,California State University,2018,1,1,2
110583,2009,CA,0.87,,,0,0,
110583,2010,CA,0.88,,,0,0,
110583,2011,CA,0.89,,,0,0,
110583,2012,CA,0.88,,,0,0,
110583,2013,CA,0.89,,,0,0,
110583,2014,CA,0.9,,,0,0,
110583,2015,CA,0.89,,,0,0,
110583,2016,CA,0.9,,,0,0,
110583,2017,CA,0.88,,,0,0,
110583,2018,CA,0.87,,,0,0,
110583,2019,CA,0.87,,,0,0,
110583,2020,CA,0.89,,,0,0,
110592,2009,CA,0.74,,,0,0,
110592,2010,CA,0.82,,,0,0,
110592,2011,CA,0.81,,,0,0,
110592,2012,CA,0.8,,,0,0,
110592,2013,CA,0.82,,,0,0,
110592,2014,CA,0.84,,,0,0,
110592,2015,CA,0.84,,,0,0,
110592,2016,CA,0.79,,,0,0,
110592,2017,CA,0.79,,,0,0,
110592,2018,CA,0.82,,,0,0,
110592,2019,CA,0.81,,,0,0,
110592,2020,CA,0.83,,,0,0,
110608,2009,CA,0.71,California State University,2018,1,0,-9
110608,2010,CA,0.75,California State University,2018,1,0,-8
110608,2011,CA,0.75,California State University,2018,1,0,-7
110608,2012,CA,0.75,California State University,2018,1,0,-6
110608,2013,CA,0.78,California State University,2018,1,0,-5
110608,2014,CA,0.77,California State University,2018,1,0,-4
110608,2015,CA,0.79,California State University,2018,1,0,-3
110608,2016,CA,0.77,California State University,2018,1,0,-2
110608,2017,CA,0.8,California State University,2018,1,0,-1
110608,2018,CA,0.81,California State University,2018,1,1,0
110608,2019,CA,0.81,California State University,2018,1,1,1
110608,2020,CA,0.83,California State University,2018,1,1,2
110617,2009,CA,0.79,California State University,2018,1,0,-9
110617,2010,CA,0.8,California State University,2018,1,0,-8
110617,2011,CA,0.83,California State University,2018,1,0,-7
110617,2012,CA,0.82,California State University,2018,1,0,-6
110617,2013,CA,0.83,California State University,2018,1,0,-5
110617,2014,CA,0.83,California State University,2018,1,0,-4
110617,2015,CA,0.8,California State University,2018,1,0,-3
110617,2016,CA,0.81,California State University,2018,1,0,-2
110617,2017,CA,0.83,California State University,2018,1,0,-1
110617,2018,CA,0.81,California State University,2018,1,1,0
110617,2019,CA,0.83,California State University,2018,1,1,1
110617,2020,CA,0.84,California State University,2018,1,1,2
110635,2009,CA,0.96,,,0,0,
110635,2010,CA,0.97,,,0,0,
110635,2011,CA,0.96,,,0,0,
110635,2012,CA,0.96,,,0,0,
110635,2013,CA,0.96,,,0,0,
110635,2014,CA,0.96,,,0,0,
110635,2015,CA,0.96,,,0,0,
110635,2016,CA,0.97,,,0,0,
110635,2017,CA,0.97,,,0,0,
110635,2018,CA,0.97,,,0,0,
110635,2019,CA,0.97,,,0,0,
110635,2020,CA,0.96,,,0,0,
110644,2009,CA,0.92,,,0,0,
110644,2010,CA,0.92,,,0,0,
110644,2011,CA,0.93,,,0,0,
110644,2012,CA,0.92,,,0,0,
110644,2013,CA,0.93,,,0,0,
110644,2014,CA,0.93,,,0,0,
110644,2015,CA,0.93,,,0,0,
110644,2016,CA,0.93,,,0,0,
110644,2017,CA,0.93,,,0,0,
110644,2018,CA,0.92,,,0,0,
110644,2019,CA,0.92,,,0,0,
110644,2020,CA,0.93,,,0,0,
110653,2009,CA,0.94,,,0,0,
110653,2010,CA,0.95,,,0,0,
110653,2011,CA,0.94,,,0,0,
110653,2012,CA,0.93,,,0,0,
110653,2013,CA,0.92,,,0,0,
110653,2014,CA,0.92,,,0,0,
110653,2015,CA,0.93,,,0,0,
110653,2016,CA,0.92,,,0,0,
110653,2017,CA,0.94,,,0,0,
110653,2018,CA,0.93,,,0,0,
110653,2019,CA,0.94,,,0,0,
110653,2020,CA,0.94,,,0,0,
110662,2009,CA,0.97,,,0,0,
110662,2010,CA,0.97,,,0,0,
110662,2011,CA,0.97,,,0,0,
110662,2012,CA,0.96,,,0,0,
110662,2013,CA,0.96,,,0,0,
110662,2014,CA,0.97,,,0,0,
110662,2015,CA,0.96,,,0,0,
110662,2016,CA,0.97,,,0,0,
110662,2017,CA,0.97,,,0,0,
110662,2018,CA,0.97,,,0,0,
110662,2019,CA,0.97,,,0,0,
110662,2020,CA,0.96,,,0,0,
110671,2009,CA,0.87,,,0,0,
110671,2010,CA,0.87,,,0,0,
110671,2011,CA,0.88,,,0,0,
110671,2012,CA,0.88,,,0,0,
110671,2013,CA,0.89,,,0,0,
110671,2014,CA,0.9,,,0,0,
110671,2015,CA,0.91,,,0,0,
110671,2016,CA,0.91,,,0,0,
110671,2017,CA,0.89,,,0,0,
110671,2018,CA,0.89,,,0,0,
110671,2019,CA,0.9,,,0,0,
110671,2020,CA,0.91,,,0,0,
110680,2009,CA,0.95,,,0,0,
110680,2010,CA,0.96,,,0,0,
110680,2011,CA,0.96,,,0,0,
110680,2012,CA,0.94,,,0,0,
110680,2013,CA,0.94,,,0,0,
110680,2014,CA,0.95,,,0,0,
110680,2015,CA,0.95,,,0,0,
110680,2016,CA,0.95,,,0,0,
110680,2017,CA,0.94,,,0,0,
110680,2018,CA,0.94,,,0,0,
110680,2019,CA,0.93,,,0,0,
110680,2020,CA,0.94,,,0,0,
110705,2009,CA,0.91,,,0,0,
110705,2010,CA,0.91,,,0,0,
110705,2011,CA,0.92,,,0,0,
110705,2012,CA,0.91,,,0,0,
110705,2013,CA,0.92,,,0,0,
110705,2014,CA,0.92,,,0,0,
110705,2015,CA,0.93,,,0,0,
110705,2016,CA,0.93,,,0,0,
110705,2017,CA,0.93,,,0,0,
110705,2018,CA,0.92,,,0,0,
110705,2019,CA,0.92,,,0,0,
110705,2020,CA,0.91,,,0,0,
110714,2009,CA,0.89,,,0,0,
110714,2010,CA,0.89,,,0,0,
110714,2011,CA,0.91,,,0,0,
110714,2012,CA,0.91,,,0,0,
110714,2013,CA,0.89,,,0,0,
110714,2014,CA,0.89,,,0,0,
110714,2015,CA,0.88,,,0,0,
110714,2016,CA,0.9,,,0,0,
110714,2017,CA,0.91,,,0,0,
110714,2018,CA,0.88,,,0,0,
110714,2019,CA,0.89,,,0,0,
110714,2020,CA,0.85,,,0,0,
111188,2009,CA,0.76,California State University,2018,1,0,-9
111188,2010,CA,0.81,California State University,2018,1,0,-8
111188,2011,CA,0.86,California State University,2018,1,0,-7
111188,2012,CA,0.82,California State University,2018,1,0,-6
111188,2013,CA,0.82,California State University,2018,1,0,-5
111188,2014,CA,0.83,California State University,2018,1,0,-4
111188,2015,CA,0.82,California State University,2018,1,0,-3
111188,2016,CA,0.85,California State University,2018,1,0,-2
111188,2017,CA,0.75,California State University,2018,1,0,-1
111188,2018,CA,0.82,California State University,2018,1,1,0
111188,2019,CA,0.76,California State University,2018,1,1,1
111188,2020,CA,0.77,California State University,2018,1,1,2
113236,2009,CA,0.51,,,0,0,
113236,2010,CA,0.74,,,0,0,
113236,2011,CA,0.74,,,0,0,
113236,2012,CA,0.75,,,0,0,
113236,2013,CA,0.73,,,0,0,
113236,2014,CA,0.75,,,0,0,
