event_time,att
-10,-0.009264018691588757
-9,-0.02337833160263067
-8,-0.014908272758740041
-7,0.0052163378331602575
-6,0.0006902298629539851
-5,0.014543895747599454
-4,0.008100137174211245
-3,0.0032681755829903954
-2,0.004132373113854597
-1,0.0
0,0.006632373113854596
1,0.008679698216735258
2,0.017202729044834286
