event_time,coef,se
-6.0,0.012742576163981473,0.007514094757686267
-5.0,0.031852512962825555,0.007042626360289372
-4.0,0.0186947403395165,0.006779622124218844
-3.0,0.011776249524183657,0.00544755429209566
-2.0,0.008657788931134669,0.005676892491113274
0.0,0.005864155956364164,0.005218824786151351
1.0,0.004887249237414681,0.005384060185964774
2.0,0.009703468198352508,0.006990021199687708
3.0,-0.013113532535682926,0.01579406933843622
4.0,0.010051099421723997,0.01544212774175208
