event_time,att
-10,0.005162685337726548
-9,-0.009255604288499027
-8,0.0037601231477244344
-7,0.029159009091463784
-6,0.02480829847851124
-5,0.032963568143306705
-4,0.019174044148005564
-3,0.01225923369711411
-2,0.008696010154340031
-1,0.0
0,0.006734873756093878
1,0.005287726887011149
2,0.012477435976662014
3,-0.01986828384238644
4,0.004933330645730259
5,0.001708522643507182
6,0.023146214665729373
7,0.001788128122245096
8,-0.048298611111111014
