ratio
1.083321031957471
6.150046277833164
3.987659508211923
3.939191588824025
1.717754839311779
4.341630673298662
3.6890980880694575
1.631223128111156
3.223989097865216
1.40318132202111
1.8149048082744392
7.532011582905653
5.586788069246846
12.668461845792741
1.4382304425170873
3.7283365194865143
4.206430431625068
1.8712719908078814
2.302506786147701
1.6495815181811193
3.9194968512520756
1.4549636899175868
2.4057863185623076
1.8785938639154396
4.851530366872931
