unitid,urm_share
130943,0.16893052302888367
130989,0.40257879656160456
131061,0.35294117647058826
131098,0.5455202312138728
131113,0.3070412999322952
131159,0.23518987341772152
131283,0.23387843258253627
131399,0.7053164556962025
131450,0.3006244424620874
131469,0.19575799721835882
131496,0.19146652354756474
131520,0.9071028987964062
131803,0.9103362391033624
131830,0.6764705882352942
131876,0.8573256557901472
132268,0.17045454545454544
132338,0.4905857740585774
132374,0.6024844720496895
132408,0.14545454545454545
132471,0.6159277040384072
132602,0.8340358271865121
132657,0.2649164677804296
132675,0.26380368098159507
132693,0.2803159557661927
132709,0.7032494279176201
132842,0.5785123966942148
132851,0.33532203389830506
132879,0.2702702702702703
132903,0.4081797462448181
132976,0.3247422680412371
133021,0.23218287763334827
133155,0.6639741518578353
133386,0.3237840390366756
133465,0.6917293233082706
133492,0.16324535679374388
133508,0.4171528237204547
133526,0.7077073807968648
133553,0.19662199375803194
133650,0.9195520659029476
133669,0.5010235414534289
133702,0.35966442395547804
133711,0.11208875286916603
133809,0.18063314711359404
133845,0.4134831460674157
133854,0.9074410163339383
133863,0.7599009900990099
133872,0.4653405666063894
133881,0.15293469275282448
133942,0.06329113924050633
133951,0.8251264829030007
133960,0.3583415597235933
133979,0.79375
133997,0.9058823529411765
134024,0.2872340425531915
134079,0.19091608929946113
134097,0.31846476178908695
134112,0.8278981695771092
134130,0.31350928980725823
134149,0.7592592592592593
134228,0.6
134237,0.45616032794352085
134291,0.2894248608534323
134307,0.9143258426966292
134343,0.2064563195331023
134422,0.32608695652173914
134495,0.5054876020841802
134510,0.14285714285714285
134529,0.8947368421052632
134574,0.38513513513513514
134608,0.39996711247533434
134680,0.24561403508771928
134714,0.4606741573033708
134811,0.45869098712446355
134945,0.2717203184492904
135063,0.7967032967032966
135081,0.5662007484041383
135142,1.0
135160,0.1876759461995621
135179,0.29082426127527217
135188,0.19618469542597008
135267,0.41983695652173914
135276,0.5256556442417332
135294,0.9432013769363167
135337,0.35714285714285715
135364,0.44571428571428573
135391,0.2738549618320611
135407,0.4101326899879373
135522,0.40786240786240785
135559,0.5052631578947369
135610,0.8156424581005587
135647,0.8218331616889805
135717,0.8384777016990906
135726,0.3397887323943662
