state,ncessch,school_code,school_name,score,running,cutoff,treat,titlei,grad_rate,econ_disadv_share,achievement,enrollment,is_high,next_score,award,got_funds,sharpness
WA,530804002158,1502,Two Rivers School,3.25,0.9750000000000001,2.275,0,False,,0.1818181818181818,49.75,74.0,1.0,3.4,0.0,0,0.9989811512990321
WA,530669002463,1516,Henderson Bay Alt High School,3.8,1.525,2.275,0,False,,0.4285714285714285,20.0,146.0,1.0,3.1,0.0,0,0.9989811512990321
WA,530240001189,1520,Challenge Elementary,9.68,7.404999999999999,2.275,0,False,,0.125,98.25,323.0,0.0,9.95,0.0,0,0.9989811512990321
WA,530354002640,1539,CHOICE Academy,9.12,6.844999999999999,2.275,0,True,,0.4166666666666667,72.0,189.0,1.0,9.13,0.0,0,0.9989811512990321
WA,530771002349,1547,Middle College High School,6.12,3.845,2.275,0,False,,0.3636363636363636,49.75,72.0,1.0,6.78,0.0,0,0.9989811512990321
WA,530825002364,1567,Pratt Academy,2.25,-0.02499999999999991,2.275,1,True,,0.8333333333333334,10.0,65.0,1.0,2.4,53512.0,1,0.9989811512990321
WA,530927002408,1574,Jim Tangeman Center,1.05,-1.2249999999999999,2.275,1,True,,0.7931034482758621,10.0,54.0,1.0,1.1,0.0,0,0.9989811512990321
WA,530771001307,1579,Tops K-8 School,9.15,6.875,2.275,0,False,,0.3009118541033435,70.0,491.0,0.0,9.1,0.0,0,0.9989811512990321
WA,530771001102,1620,Pathfinder K-8 School,6.6,4.324999999999999,2.275,0,False,,0.1627906976744186,72.5,494.0,0.0,6.43,0.0,0,0.9989811512990321
WA,530969002244,1628,Dishman Hills High School,3.55,1.275,2.275,0,True,,0.9636363636363636,24.75,262.0,1.0,3.7,0.0,0,0.9989811512990321
WA,530696003315,1640,Puyallup Online Academy/POA,3.95,1.6750000000000003,2.275,0,False,,0.4,49.5,197.0,1.0,3.45,0.0,0,0.9989811512990321
WA,530486002475,1656,10th Street School,4.2,1.9250000000000003,2.275,0,False,,0.2588235294117647,62.0,178.0,0.0,3.63,0.0,0,0.9989811512990321
WA,530486002476,1657,Heritage School,2.05,-0.2250000000000001,2.275,1,True,,0.8235294117647058,17.25,102.0,1.0,2.55,52813.0,1,0.9989811512990321
WA,530423002448,1658,Discovery Community  School,7.48,5.205,2.275,0,False,,0.027027027027027,79.5,70.0,0.0,8.85,0.0,0,0.9989811512990321
WA,530240002474,1685,Maplewood Parent Coop,8.85,6.574999999999999,2.275,0,False,,0.0977917981072555,84.0,489.0,0.0,8.25,0.0,0,0.9989811512990321
WA,530423002519,1687,Explorer Community School,6.88,4.605,2.275,0,False,,,95.0,72.0,0.0,7.7,0.0,0,0.9989811512990321
WA,530423002725,1688,Emerson K-12,8.65,6.375,2.275,0,False,,0.1282051282051282,69.5,61.0,1.0,8.4,0.0,0,0.9989811512990321
WA,530927002508,1689,Vancouver School of Arts and Academics,7.12,4.845000000000001,2.275,0,False,,0.2431693989071038,76.0,592.0,1.0,6.83,0.0,0,0.9989811512990321
WA,530033002523,1699,Odyssey Multiage Program,9.85,7.574999999999999,2.275,0,False,,0.053763440860215,84.5,187.0,0.0,9.58,0.0,0,0.9989811512990321
WA,530423002568,1706,International Community School,9.77,7.494999999999999,2.275,0,False,,0.0202020202020202,96.5,429.0,1.0,9.85,0.0,0,0.9989811512990321
WA,530834002594,1707,Lincoln Hill High School,3.57,1.295,2.275,0,False,,0.4827586206896552,29.75,158.0,1.0,3.7,0.0,0,0.9989811512990321
WA,530783002552,1708,Olympic Peninsula Academy,5.05,2.775,2.275,0,False,,0.3833333333333333,64.5,96.0,1.0,6.55,0.0,0,0.9989811512990321
WA,530228002600,1712,Continuous Curriculum School,7.7,5.425000000000001,2.275,0,False,,0.3160919540229885,63.5,471.0,0.0,7.58,0.0,0,0.9989811512990321
WA,530024002589,1714,Stillaguamish Valley Learning Center,4.85,2.5749999999999997,2.275,0,False,,0.2692307692307692,44.5,64.0,0.0,3.63,0.0,0,0.9989811512990321
WA,530816002575,1718,Explorer Academy,3.77,1.495,2.275,0,False,,0.3152173913043478,52.0,197.0,1.0,3.73,0.0,0,0.9989811512990321
WA,530576002653,1733,North Kitsap Online Academy & Parent Assisted Learning,1.67,-0.605,2.275,1,False,,0.4705882352941176,37.0,47.0,1.0,1.55,0.0,0,0.9989811512990321
WA,530066002573,1737,Renaissance Alternative High School,2.22,-0.054999999999999716,2.275,1,True,,0.8333333333333334,20.0,120.0,1.0,2.9,52246.0,1,0.9989811512990321
WA,530066002652,1749,Bremerton Homelink Program,4.05,1.775,2.275,0,False,,0.4,59.5,36.0,0.0,4.88,0.0,0,0.9989811512990321
WA,530969002685,1755,West Valley City School,3.22,0.9450000000000003,2.275,0,True,,0.450261780104712,44.5,174.0,0.0,2.83,34403.0,1,0.9989811512990321
WA,530594002628,1758,Homeconnection,4.62,2.345,2.275,0,False,,0.1842105263157894,59.5,208.0,1.0,4.95,0.0,0,0.9989811512990321
WA,530126002687,1763,Quartzite Learning,4.3,2.025,2.275,0,False,,0.5370370370370371,34.5,119.0,1.0,3.65,0.0,0,0.9989811512990321
WA,530618002689,1768,Avanti High School,6.4,4.125,2.275,0,False,,0.2571428571428571,64.5,147.0,1.0,6.1,0.0,0,0.9989811512990321
WA,530123002684,1769,Three Springs High School,3.1,0.8250000000000002,2.275,0,False,,0.7333333333333333,49.75,62.0,1.0,3.65,0.0,0,0.9989811512990321
WA,530792002646,1771,Home Education Exchange,8.65,6.375,2.275,0,False,,0.0588235294117647,69.5,129.0,0.0,9.05,0.0,0,0.9989811512990321
WA,530513002675,1777,Sky Valley Education Center,3.92,1.645,2.275,0,False,,0.1292517006802721,48.0,754.0,1.0,3.98,0.0,0,0.9989811512990321
WA,530723002721,1784,H.O.M.E. Program,6.58,4.305,2.275,0,False,,0.0789473684210526,79.5,122.0,1.0,5.88,0.0,0,0.9989811512990321
WA,530282002719,1789,Federal Way Public Academy,7.92,5.645,2.275,0,False,,0.3647540983606557,74.5,315.0,0.0,9.45,0.0,0,0.9989811512990321
WA,531005002713,1795,Woodland Alternative School,3.97,1.6950000000000003,2.275,0,False,,0.5333333333333333,24.5,63.0,1.0,4.0,0.0,0,0.9989811512990321
WA,530771002716,1796,Salmon Bay K-8 School,8.75,6.475,2.275,0,False,,0.0835073068893528,74.0,675.0,0.0,8.55,0.0,0,0.9989811512990321
WA,530684002791,1798,OCEAN,2.4,0.125,2.275,0,False,,0.5945945945945946,29.75,61.0,1.0,2.45,0.0,0,0.9989811512990321
WA,530423002726,1800,Environmental & Adventure School,8.57,6.295,2.275,0,False,,0.0294117647058823,87.0,139.0,0.0,8.85,0.0,0,0.9989811512990321
WA,530591002730,1814,Northshore Networks,4.55,2.275,2.275,0,False,,0.1818181818181818,49.5,133.0,1.0,,0.0,0,0.9989811512990321
WA,530038002782,1836,CAM Academy,9.82,7.545,2.275,0,False,,0.1608579088471849,87.5,544.0,1.0,9.63,0.0,0,0.9989811512990321
WA,530207002827,1852,Deer Park Home Link Program,5.8,3.525,2.275,0,False,,0.2117647058823529,49.5,482.0,1.0,5.43,0.0,0,0.9989811512990321
WA,530456002797,1854,PARADE,7.02,4.744999999999999,2.275,0,False,,0.0845070422535211,64.5,128.0,1.0,8.15,0.0,0,0.9989811512990321
WA,530771002842,1856,The Center School,7.68,5.404999999999999,2.275,0,False,,0.1111111111111111,69.75,253.0,1.0,7.35,0.0,0,0.9989811512990321
WA,530492002844,1858,Mead Learning Options,6.52,4.244999999999999,2.275,0,False,,0.3051643192488263,52.5,504.0,1.0,5.95,0.0,0,0.9989811512990321
WA,530870002846,1860,Tacoma School of the Arts,7.42,5.145,2.275,0,False,,0.3724137931034483,44.5,605.0,1.0,7.38,0.0,0,0.9989811512990321
WA,530579002847,1861,North Mason Homelink Program,3.65,1.375,2.275,0,False,,,,15.0,1.0,3.75,0.0,0,0.9989811512990321
WA,530486002848,1862,Marysville Coop Program,5.55,3.275,2.275,0,False,,0.2265625,67.0,216.0,0.0,5.75,0.0,0,0.9989811512990321
WA,530038002857,1875,Homelink River,6.17,3.895,2.275,0,False,,0.3206751054852321,56.5,902.0,1.0,5.88,0.0,0,0.9989811512990321
WA,530802002894,1904,Parent Partnership,5.3,3.025,2.275,0,False,,0.2075471698113207,49.5,86.0,1.0,6.15,0.0,0,0.9989811512990321
WA,530267002897,1907,Port Gardner,8.4,6.125,2.275,0,False,,0.25,54.5,95.0,1.0,7.8,0.0,0,0.9989811512990321
WA,530744002908,1919,Independent Scholar,4.9,2.6250000000000004,2.275,0,False,,0.5609756097560976,29.75,83.0,1.0,4.7,0.0,0,0.9989811512990321
WA,530450003098,1922,Loon Lake Homelink Program,3.67,1.395,2.275,0,False,,0.225,49.5,86.0,0.0,5.8,0.0,0,0.9989811512990321
WA,530270003101,1926,Home Choice Academy,5.7,3.4250000000000003,2.275,0,False,,0.3982300884955752,39.5,189.0,1.0,6.53,0.0,0,0.9989811512990321
WA,530486003102,1927,Legacy High School,3.2,0.9250000000000003,2.275,0,False,,0.52,34.75,265.0,1.0,2.53,0.0,0,0.9989811512990321
WA,530924003107,1932,Columbia Virtual Academy,2.83,0.5550000000000002,2.275,0,False,,,54.5,790.0,0.0,4.1,0.0,0,0.9989811512990321
WA,530033003110,1935,Eagle Harbor High School,6.72,4.445,2.275,0,False,,0.1290322580645161,72.25,96.0,1.0,4.88,0.0,0,0.9989811512990321
WA,530792003116,1942,Cascade K-8 Community School,7.3,5.025,2.275,0,False,,0.3020134228187919,69.5,221.0,0.0,8.5,0.0,0,0.9989811512990321
WA,530654003134,1961,Palouse at Garfield Middle School,5.0,2.725,2.275,0,False,,0.3684210526315789,64.5,34.0,0.0,4.38,0.0,0,0.9989811512990321
WA,530111003137,1964,Spokane Valley Learning Academy,7.8,5.525,2.275,0,False,,0.2619047619047619,64.5,52.0,0.0,,0.0,0,0.9989811512990321
WA,530240003139,1966,Edmonds Heights K-12,5.2,2.9250000000000003,2.275,0,False,,0.1776649746192893,64.5,608.0,1.0,4.65,0.0,0,0.9989811512990321
WA,530423002983,1975,Stella Schola,9.95,7.674999999999999,2.275,0,False,,0.034090909090909,97.5,88.0,0.0,9.4,0.0,0,0.9989811512990321
WA,530462003022,1983,Lynden Academy,5.57,3.2950000000000004,2.275,0,False,,0.075187969924812,39.5,288.0,1.0,5.83,0.0,0,0.9989811512990321
WA,530540003006,1992,Skagit Academy,6.75,4.475,2.275,0,False,,0.2816091954022988,54.5,322.0,1.0,6.95,0.0,0,0.9989811512990321
WA,530768001126,2010,Satsop Elementary,7.05,4.775,2.275,0,True,,0.5151515151515151,59.5,60.0,0.0,8.05,0.0,0,0.9989811512990321
WA,530576000854,2026,Poulsbo Elementary School,8.7,6.424999999999999,2.275,0,False,,0.3671875,61.5,536.0,0.0,8.8,0.0,0,0.9989811512990321
WA,530622000940,2031,Omak High School,4.35,2.0749999999999997,2.275,0,False,,0.6575342465753424,37.0,419.0,1.0,4.05,0.0,0,0.9989811512990321
WA,530870001475,2036,Larchmont Elementary School,4.05,1.775,2.275,0,True,,0.7926829268292683,39.5,344.0,0.0,5.15,30718.0,1,0.9989811512990321
WA,530627000943,2049,Onion Creek Elementary,7.7,5.425000000000001,2.275,0,True,,0.7894736842105263,59.5,49.0,0.0,7.8,0.0,0,0.9989811512990321
WA,530879001520,2052,Tekoa Elementary School,3.45,1.1750000000000003,2.275,0,True,,0.62,69.5,136.0,0.0,3.43,0.0,0,0.9989811512990321
WA,530825001381,2056,Holmes Elementary,2.83,0.5550000000000002,2.275,0,True,,0.903846153846154,34.5,412.0,0.0,2.85,0.0,0,0.9989811512990321
WA,530771001176,2061,Green Lake Elementary School,5.45,3.1750000000000003,2.275,0,False,,0.1275510204081632,72.0,430.0,0.0,6.95,0.0,0,0.9989811512990321
WA,530588000873,2062,Northport Elementary School,7.03,4.755000000000001,2.275,0,True,,0.7567567567567568,54.5,116.0,0.0,8.08,0.0,0,0.9989811512990321
WA,530771001192,2063,John Hay Elementary School,7.95,5.675000000000001,2.275,0,False,,0.1393442622950819,79.5,497.0,0.0,7.05,0.0,0,0.9989811512990321
WA,530267000398,2065,Garfield Elementary School,8.1,5.824999999999999,2.275,0,True,,0.7371134020618557,64.5,453.0,0.0,7.8,0.0,0,0.9989811512990321
WA,530042000104,2066,Fairhaven Middle School,7.7,5.425000000000001,2.275,0,False,,0.230392156862745,66.0,595.0,0.0,8.4,0.0,0,0.9989811512990321
WA,530042000112,2067,Roosevelt Elementary School,3.3,1.025,2.275,0,True,,0.5202020202020202,47.0,415.0,0.0,2.5,32089.0,1,0.9989811512990321
WA,530771001216,2069,Madrona K-5 School,3.43,1.1550000000000002,2.275,0,True,,0.5257731958762887,57.0,269.0,0.0,6.75,0.0,0,0.9989811512990321
WA,530771001140,2070,Beacon Hill International School,8.35,6.074999999999999,2.275,0,True,,0.5533980582524272,65.5,418.0,0.0,8.55,0.0,0,0.9989811512990321
WA,530802001325,2073,Machias Elementary,7.53,5.255000000000001,2.275,0,False,,0.2379421221864952,63.5,555.0,0.0,7.25,0.0,0,0.9989811512990321
WA,530945001599,2074,Berney Elementary School,5.48,3.2050000000000005,2.275,0,True,,0.4756097560975609,50.0,455.0,0.0,5.45,34591.0,1,0.9989811512990321
WA,530042000117,2075,Whatcom Middle School,7.15,4.875,2.275,0,False,,0.2401746724890829,65.5,678.0,0.0,6.65,0.0,0,0.9989811512990321
WA,530945001602,2078,Green Park Elementary School,5.75,3.475,2.275,0,True,,0.717391304347826,38.0,418.0,0.0,5.5,30757.0,1,0.9989811512990321
WA,530771001251,2080,Stevens Elementary School,6.7,4.425000000000001,2.275,0,False,,0.3432835820895522,69.5,231.0,0.0,8.25,0.0,0,0.9989811512990321
WA,530771001197,2081,John Stanford International School,9.7,7.424999999999999,2.275,0,False,,0.1078431372549019,82.0,466.0,0.0,9.7,0.0,0,0.9989811512990321
WA,530870001509,2083,Washington Elementary School,8.17,5.895,2.275,0,False,,0.2452830188679245,71.0,430.0,0.0,7.85,0.0,0,0.9989811512990321
WA,530870001502,2084,Stadium High School,7.3,5.025,2.275,0,False,,0.3620178041543027,59.5,1455.0,1.0,7.85,0.0,0,0.9989811512990321
WA,530825001404,2086,Roosevelt Elementary,7.25,4.975,2.275,0,True,,0.5917602996254682,55.5,524.0,0.0,6.4,0.0,0,0.9989811512990321
WA,530415000647,2087,Lacrosse Elementary School,4.13,1.855,2.275,0,True,,0.2666666666666666,75.0,47.0,0.0,3.4,0.0,0,0.9989811512990321
WA,530415000648,2088,Lacrosse High School,6.0,3.725,2.275,0,False,,0.238095238095238,39.75,41.0,1.0,5.65,0.0,0,0.9989811512990321
WA,530771001143,2089,Martin Luther King Jr. Elementary School,4.8,2.525,2.275,0,True,,0.8671875,32.0,320.0,0.0,4.4,34922.0,1,0.9989811512990321
WA,530771001151,2090,Frantz Coe Elementary School,9.95,7.674999999999999,2.275,0,False,,0.0714285714285714,89.5,553.0,0.0,9.9,0.0,0,0.9989811512990321
WA,530771001265,2092,Whittier Elementary School,9.75,7.475,2.275,0,False,,0.106060606060606,72.0,444.0,0.0,9.95,0.0,0,0.9989811512990321
WA,530870001496,2094,Blix Elementary School,3.55,1.275,2.275,0,True,,0.8631178707224335,38.5,547.0,0.0,2.2,0.0,0,0.9989811512990321
WA,530825001402,2096,Regal Elementary,4.05,1.775,2.275,0,True,,0.9166666666666666,36.0,500.0,0.0,3.15,31221.0,1,0.9989811512990321
WA,530327000508,2097,Great Northern Elementary,6.55,4.275,2.275,0,True,,0.2,69.5,44.0,0.0,2.25,0.0,0,0.9989811512990321
WA,530870001474,2103,Jefferson Elementary School,9.35,7.074999999999999,2.275,0,False,,0.5051020408163265,69.5,353.0,0.0,9.03,0.0,0,0.9989811512990321
WA,530855001439,2105,Sultan Middle School,3.35,1.0750000000000002,2.275,0,False,,0.6012931034482759,40.0,477.0,0.0,4.25,0.0,0,0.9989811512990321
WA,530825001399,2106,North Central High School,5.85,3.5749999999999997,2.275,0,False,,0.5133928571428571,62.0,1548.0,1.0,5.2,0.0,0,0.9989811512990321
WA,530825001412,2108,Stevens Elementary,2.9,0.625,2.275,0,True,,0.9446640316205532,26.0,499.0,0.0,1.55,48647.0,1,0.9989811512990321
WA,530825001415,2109,Willard Elementary,5.3,3.025,2.275,0,True,,0.8297101449275363,44.5,524.0,0.0,1.95,0.0,0,0.9989811512990321
WA,530825001409,2110,Frances Scott Elementary,3.65,1.375,2.275,0,True,,0.8803088803088803,33.5,505.0,0.0,2.95,35112.0,1,0.9989811512990321
WA,530825001384,2111,Jefferson Elementary,9.25,6.975,2.275,0,False,,0.4482758620689655,68.0,472.0,0.0,8.7,0.0,0,0.9989811512990321
WA,530111000199,2113,Opportunity Elementary,3.4,1.125,2.275,0,True,,0.7220338983050848,47.5,640.0,0.0,3.45,0.0,0,0.9989811512990321
WA,530147000275,2114,Davis Elementary,4.9,2.6250000000000004,2.275,0,True,,0.6261127596439169,46.0,724.0,0.0,5.65,0.0,0,0.9989811512990321
WA,530849001433,2115,Steptoe Elementary School,5.38,3.105,2.275,0,False,,,49.5,69.0,0.0,7.2,0.0,0,0.9989811512990321
WA,531011001689,2116,Davis High School,4.6,2.3249999999999997,2.275,0,True,,0.7491228070175439,38.0,2459.0,1.0,4.65,0.0,0,0.9989811512990321
WA,530771001163,2118,Emerson Elementary School,2.55,0.2749999999999999,2.275,0,True,,0.7421383647798742,27.0,383.0,0.0,4.55,48383.0,1,0.9989811512990321
WA,530771001255,2120,Rising Star Elementary School,6.05,3.775,2.275,0,True,,0.8067632850241546,37.0,435.0,0.0,6.5,31051.0,1,0.9989811512990321
WA,530771001201,2121,Leschi Elementary School,4.55,2.275,2.275,0,True,,0.5,47.0,357.0,0.0,6.45,34922.0,1,0.9989811512990321
WA,530771001177,2123,Greenwood Elementary School,9.95,7.674999999999999,2.275,0,False,,0.1337579617834395,84.5,330.0,0.0,9.68,0.0,0,0.9989811512990321
WA,530804003693,2124,Snoqualmie Middle School,8.05,5.775,2.275,0,False,,,,552.0,0.0,8.0,0.0,0,0.9989811512990321
WA,530696001038,2125,Puyallup High School,7.0,4.725,2.275,0,False,,0.2721202003338898,67.0,1872.0,1.0,6.65,0.0,0,0.9989811512990321
WA,530267000395,2126,Everett High School,6.6,4.324999999999999,2.275,0,False,,0.5551724137931034,55.5,1379.0,1.0,6.3,0.0,0,0.9989811512990321
WA,530825001374,2127,Franklin Elementary,7.88,5.605,2.275,0,True,,0.4747899159663865,68.5,463.0,0.0,7.05,0.0,0,0.9989811512990321
WA,530825001363,2128,Audubon Elementary,3.4,1.125,2.275,0,True,,0.8893280632411067,32.5,499.0,0.0,3.45,31221.0,1,0.9989811512990321
WA,530825001370,2129,Cooper Elementary,6.6,4.324999999999999,2.275,0,True,,0.7811447811447811,57.0,505.0,0.0,5.0,0.0,0,0.9989811512990321
WA,530948001615,2131,Wapato Middle School,1.9,-0.375,2.275,1,True,,0.9462102689486552,21.5,863.0,0.0,1.55,0.0,0,0.9989811512990321
WA,530738001111,2132,Ritzville High School,5.37,3.095,2.275,0,False,,0.32,49.75,108.0,1.0,6.0,0.0,0,0.9989811512990321
WA,530663000976,2133,Paterson Elementary School,8.93,6.654999999999999,2.275,0,True,,0.92,64.5,117.0,0.0,8.65,0.0,0,0.9989811512990321
WA,530966001639,2134,Wenatchee High School,6.95,4.675000000000001,2.275,0,False,,0.5555555555555556,50.5,2088.0,1.0,6.1,0.0,0,0.9989811512990321
WA,530840001427,2135,Starbuck School,3.5,1.225,2.275,0,True,,0.1666666666666666,49.75,20.0,0.0,4.65,0.0,0,0.9989811512990321
WA,530636000948,2136,Orient Elementary School,7.25,4.975,2.275,0,True,,0.5806451612903226,32.25,46.0,0.0,5.2,0.0,0,0.9989811512990321
WA,530249000372,2137,Elma High School,7.25,4.975,2.275,0,False,,0.7659574468085106,54.5,503.0,1.0,7.15,0.0,0,0.9989811512990321
WA,530771001127,2138,Adams Elementary School,8.85,6.574999999999999,2.275,0,False,,0.1808118081180811,76.0,498.0,0.0,9.8,0.0,0,0.9989811512990321
WA,530771001172,2139,Gatewood Elementary School,8.95,6.674999999999999,2.275,0,False,,0.2063492063492063,72.0,401.0,0.0,7.38,0.0,0,0.9989811512990321
WA,530771002347,2141,Thurgood Marshall Elementary,8.95,6.674999999999999,2.275,0,True,,0.3442622950819672,76.5,487.0,0.0,9.0,0.0,0,0.9989811512990321
WA,530771001263,2142,West Woodland Elementary School,9.68,7.404999999999999,2.275,0,False,,0.0996309963099631,83.0,538.0,0.0,9.4,0.0,0,0.9989811512990321
WA,530771001221,2143,John Muir Elementary School,4.45,2.1750000000000003,2.275,0,True,,0.7077922077922078,47.0,331.0,0.0,4.2,31051.0,1,0.9989811512990321
WA,530354000539,2144,Mount View Elementary,1.95,-0.32499999999999996,2.275,1,True,,0.8211143695014663,26.0,535.0,0.0,2.35,0.0,0,0.9989811512990321
WA,530324000507,2145,Grapeview Elementary & Middle School,7.5,5.225,2.275,0,True,,0.4437086092715231,57.0,206.0,0.0,7.68,0.0,0,0.9989811512990321
WA,530502000770,2146,Liberty Bell Jr Sr High,6.55,4.275,2.275,0,False,,0.4492753623188406,57.0,289.0,1.0,7.33,0.0,0,0.9989811512990321
WA,530870001467,2148,Franklin Elementary School,2.25,-0.02499999999999991,2.275,0,True,,0.832,37.0,331.0,0.0,2.1,0.0,0,0.9989811512990321
WA,530774001279,2150,Sedro Woolley Senior High School,5.9,3.6250000000000004,2.275,0,False,,0.4065934065934066,51.5,1180.0,1.0,5.15,0.0,0,0.9989811512990321
WA,530825001366,2155,Bemiss Elementary,4.7,2.4250000000000003,2.275,0,True,,0.906367041198502,42.5,472.0,0.0,4.1,0.0,0,0.9989811512990321
WA,530825001361,2156,Adams Elementary,8.2,5.924999999999999,2.275,0,True,,0.7346938775510204,59.5,389.0,0.0,4.95,0.0,0,0.9989811512990321
WA,530111000194,2157,Greenacres Elementary,4.9,2.6250000000000004,2.275,0,True,,0.5366666666666666,55.5,630.0,0.0,6.15,0.0,0,0.9989811512990321
WA,530711001057,2158,Rainier Middle School,5.72,3.445,2.275,0,True,,0.525,49.5,208.0,0.0,5.4,0.0,0,0.9989811512990321
WA,530945001606,2159,Prospect Point Elementary,4.63,2.355,2.275,0,True,,0.3668122270742358,62.5,490.0,0.0,5.55,0.0,0,0.9989811512990321
WA,530900001536,2160,Touchet Elem & High School,5.45,3.1750000000000003,2.275,0,True,,0.6302521008403361,39.5,225.0,1.0,5.58,0.0,0,0.9989811512990321
WA,530960002192,2161,Waterville Elementary,7.47,5.195,2.275,0,False,,0.603448275862069,64.5,132.0,0.0,6.48,0.0,0,0.9989811512990321
WA,530960001628,2162,Waterville High School,6.8,4.525,2.275,0,True,,0.5625,47.0,138.0,1.0,6.43,0.0,0,0.9989811512990321
WA,530114000206,2166,Centralia High School,4.2,1.9250000000000003,2.275,0,False,,0.6380090497737556,47.0,990.0,1.0,3.95,0.0,0,0.9989811512990321
WA,530870001465,2167,Fern Hill Elementary School,7.3,5.025,2.275,0,True,,0.777027027027027,52.0,337.0,0.0,6.35,0.0,0,0.9989811512990321
WA,530870001500,2168,Sheridan Elementary School,3.85,1.5750000000000002,2.275,0,True,,0.8215767634854771,39.5,565.0,0.0,3.4,30718.0,1,0.9989811512990321
WA,530870001493,2169,Point Defiance Elementary School,6.6,4.324999999999999,2.275,0,False,,0.396039603960396,68.5,402.0,0.0,6.95,0.0,0,0.9989811512990321
WA,530825001388,2172,Lewis & Clark High School,7.8,5.525,2.275,0,False,,0.3333333333333333,62.0,1793.0,1.0,7.25,0.0,0,0.9989811512990321
WA,530207000306,2173,Arcadia Elementary,7.28,5.005000000000001,2.275,0,True,,0.5606407322654462,59.5,444.0,0.0,7.08,0.0,0,0.9989811512990321
WA,530939002492,2174,Preston Hall Middle School,2.08,-0.19499999999999984,2.275,1,True,,0.6857142857142857,37.0,61.0,0.0,1.2,0.0,0,0.9989811512990321
WA,530042000115,2175,Silver Beach Elementary School,9.13,6.855,2.275,0,False,,0.1891891891891892,63.0,632.0,0.0,7.98,0.0,0,0.9989811512990321
WA,531011001692,2176,Garfield Elementary School,2.6,0.3250000000000002,2.275,0,True,,0.968503937007874,39.0,524.0,0.0,1.6,0.0,0,0.9989811512990321
WA,531011001700,2177,Mckinley Elementary School,1.6,-0.6749999999999998,2.275,1,True,,0.8789237668161435,29.5,447.0,0.0,2.55,49014.0,1,0.9989811512990321
WA,530927001560,2179,Fort Vancouver High School,3.05,0.7749999999999999,2.275,0,True,,0.7121212121212122,28.0,1574.0,1.0,3.1,0.0,0,0.9989811512990321
WA,530516000780,2180,Montesano Jr-Sr High,5.67,3.395,2.275,0,False,,0.3757763975155279,55.5,687.0,1.0,5.68,0.0,0,0.9989811512990321
WA,530771001129,2181,Alki Elementary School,9.9,7.625,2.275,0,False,,0.1888888888888888,72.0,359.0,0.0,9.58,0.0,0,0.9989811512990321
WA,530771001168,2182,Franklin High School,5.95,3.6750000000000003,2.275,0,False,,0.6485623003194888,62.0,1232.0,1.0,4.55,0.0,0,0.9989811512990321
WA,530771001199,2183,Lawton Elementary School,8.85,6.574999999999999,2.275,0,False,,0.0792079207920792,85.0,413.0,0.0,6.15,0.0,0,0.9989811512990321
WA,530792001309,2185,Lake Forest Park Elementary,8.8,6.525,2.275,0,False,,0.2915451895043732,73.5,506.0,0.0,8.6,0.0,0,0.9989811512990321
WA,530828001419,2186,Sprague High School,4.55,2.275,2.275,0,False,,,75.0,32.0,1.0,4.85,0.0,0,0.9989811512990321
WA,530141002581,2189,Park Lodge Elementary School,1.55,-0.7249999999999999,2.275,1,True,,0.9322916666666666,32.0,457.0,0.0,2.5,47705.0,1,0.9989811512990321
WA,530978001661,2190,Elk Ridge Elementary,7.6,5.324999999999999,2.275,0,False,,0.3509615384615384,69.0,499.0,0.0,6.55,0.0,0,0.9989811512990321
WA,530825001414,2191,Whitman Elementary,6.2,3.9250000000000003,2.275,0,True,,0.9009584664536742,38.0,495.0,0.0,6.8,31221.0,1,0.9989811512990321
WA,530474000727,2196,Manson Elementary,3.05,0.7749999999999999,2.275,0,True,,0.7133333333333334,29.5,289.0,0.0,4.25,0.0,0,0.9989811512990321
WA,530573000850,2198,Robert L Olds Junior High School,2.45,0.17500000000000027,2.275,0,True,,0.7880597014925373,37.5,331.0,0.0,2.0,31669.0,1,0.9989811512990321
WA,530771001154,2199,Concord International School,2.0,-0.2749999999999999,2.275,1,True,,0.8277777777777777,24.5,344.0,0.0,1.4,0.0,0,0.9989811512990321
WA,530771001214,2201,McGilvra Elementary School,7.7,5.425000000000001,2.275,0,False,,0.0701754385964912,82.0,239.0,0.0,9.3,0.0,0,0.9989811512990321
WA,530237000326,2205,Eatonville Elementary School,3.2,0.9250000000000003,2.275,0,True,,0.4805825242718446,61.5,409.0,0.0,3.3,0.0,0,0.9989811512990321
WA,530237000327,2206,Eatonville High School,7.65,5.375,2.275,0,False,,0.3805970149253731,49.5,582.0,1.0,7.6,0.0,0,0.9989811512990321
WA,530252000373,2207,Endicott/St John Elem and Middle,5.6,3.3249999999999997,2.275,0,True,,0.5949367088607594,59.5,103.0,0.0,5.18,0.0,0,0.9989811512990321
WA,530771001145,2209,Broadview-Thomson K-8 School,7.15,4.875,2.275,0,True,,0.6116504854368932,48.0,624.0,0.0,7.05,0.0,0,0.9989811512990321
WA,530810001337,2214,South Bend High School,6.6,4.324999999999999,2.275,0,True,,0.6805555555555556,54.5,247.0,1.0,6.05,0.0,0,0.9989811512990321
WA,530870001476,2215,Lincoln High School,4.25,1.975,2.275,0,True,,0.7942122186495176,36.5,1628.0,1.0,4.15,0.0,0,0.9989811512990321
